CSDUID,CSD,Period,CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t)
4801003,Cypress County,2004,25774.24966,428901.0228,4106.44
4801003,Cypress County,2005,3822.50005,171155.5,2652.2
4801003,Cypress County,2006,4104.99993,367230.4,2235.0
4801003,Cypress County,2007,4544.00005,350541.8163,1666.118
4801003,Cypress County,2008,4611.50013,374139.2797,1752.24
4801003,Cypress County,2009,71910.40246,630838.7504,3780.428
4801003,Cypress County,2010,59204.13734,535794.5311,3225.5222
4801003,Cypress County,2011,55876.59753,516219.3346,3290.0094
4801003,Cypress County,2012,27743.38595,385552.6576,1851.87272
4801003,Cypress County,2013,27142.10821,431800.7341,2050.08802
4801003,Cypress County,2014,27674.79466,507097.536,2663.78415
4801003,Cypress County,2015,21193.17793,458340.1808,2539.8838
4801003,Cypress County,2016,17125.931,397941.7664,2043.55377
4801003,Cypress County,2017,139733.3025,730566.3102,5252.05302
4801003,Cypress County,2018,120711.3875,638994.1917,6512.4026
4801003,Cypress County,2019,148640.7591,643379.5152,6766.59779
4801003,Cypress County,2020,171662.4099,612871.5551,11970.45021
4801003,Cypress County,2021,145875.2055,671859.3315,12034.42008
4801006,Medicine Hat,2004,4685.0125,2002315.0,8948.9403
4801006,Medicine Hat,2005,4593.4,1802497.7,8547.4744
4801006,Medicine Hat,2006,940.75003,2049050.773,8981.72
4801006,Medicine Hat,2007,6456.45763,2011511.132,7203.6434
4801006,Medicine Hat,2008,6551.26235,2098346.574,7774.1346
4801006,Medicine Hat,2009,5751.775,1811528.092,7026.542
4801006,Medicine Hat,2010,6029.09258,1971640.607,7721.1502
4801006,Medicine Hat,2011,7598.1956,2319163.46,41872.19456
4801006,Medicine Hat,2012,20680.85301,2445736.666,9523.9611
4801006,Medicine Hat,2013,6838.30255,2581635.154,9864.0685
4801006,Medicine Hat,2014,7698.08503,2371228.364,9538.6823
4801006,Medicine Hat,2015,7142.19245,2599706.751,9837.2777
4801006,Medicine Hat,2016,11284.75745,2413455.568,9561.8959
4801006,Medicine Hat,2017,10868.445,2410431.154,10033.5706
4801006,Medicine Hat,2018,12210.89,2973207.437,10677.95388
4801006,Medicine Hat,2019,12561.9525,2858455.699,12590.18412
4801006,Medicine Hat,2020,10388.1875,2699984.988,11501.0418
4801006,Medicine Hat,2021,9180.18165,3096118.801,11048.8864
4801008,Forty Mile County No. 8,2004,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2005,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2006,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2007,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2008,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2009,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2010,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2011,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2012,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2013,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2014,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2015,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2016,0.0,0.0,0.0
4801008,Forty Mile County No. 8,2017,5.31,10722.7,56.2028
4801008,Forty Mile County No. 8,2018,464.2625,17446.9683,105.194
4801008,Forty Mile County No. 8,2019,2403.70983,18303.16512,120.79698
4801008,Forty Mile County No. 8,2020,1582.0908,10196.50549,79.62947
4801008,Forty Mile County No. 8,2021,3371.644,18319.533,345.9035
4801009,Foremost,2004,0.0,0.0,0.0
4801009,Foremost,2005,0.0,0.0,0.0
4801009,Foremost,2006,0.0,0.0,0.0
4801009,Foremost,2007,0.0,0.0,0.0
4801009,Foremost,2008,0.0,0.0,0.0
4801009,Foremost,2009,0.0,0.0,0.0
4801009,Foremost,2010,0.0,0.0,0.0
4801009,Foremost,2011,0.0,0.0,0.0
4801009,Foremost,2012,0.0,0.0,0.0
4801009,Foremost,2013,0.0,0.0,0.0
4801009,Foremost,2014,0.0,0.0,0.0
4801009,Foremost,2015,0.0,0.0,0.0
4801009,Foremost,2016,0.0,0.0,0.0
4801009,Foremost,2017,0.0,0.0,0.0
4801009,Foremost,2018,0.0,0.0,0.0
4801009,Foremost,2019,0.0,0.0,0.0
4801009,Foremost,2020,0.0,0.0,0.0
4801009,Foremost,2021,0.0,0.0,0.0
4801014,Bow Island,2004,0.0,0.0,0.0
4801014,Bow Island,2005,0.0,0.0,0.0
4801014,Bow Island,2006,0.0,0.0,0.0
4801014,Bow Island,2007,0.0,0.0,0.0
4801014,Bow Island,2008,0.0,0.0,0.0
4801014,Bow Island,2009,0.0,0.0,0.0
4801014,Bow Island,2010,0.0,0.0,0.0
4801014,Bow Island,2011,0.0,0.0,0.0
4801014,Bow Island,2012,0.0,0.0,0.0
4801014,Bow Island,2013,0.0,0.0,0.0
4801014,Bow Island,2014,0.0,0.0,0.0
4801014,Bow Island,2015,0.0,0.0,0.0
4801014,Bow Island,2016,0.0,0.0,0.0
4801014,Bow Island,2017,0.0,0.0,0.0
4801014,Bow Island,2018,0.0,0.0,0.0
4801014,Bow Island,2019,0.0,0.0,0.0
4801014,Bow Island,2020,0.0,0.0,0.0
4801014,Bow Island,2021,0.0,0.0,0.0
4801018,Redcliff,2004,0.0,0.0,0.0
4801018,Redcliff,2005,0.0,0.0,0.0
4801018,Redcliff,2006,0.0,0.0,0.0
4801018,Redcliff,2007,0.0,0.0,0.0
4801018,Redcliff,2008,0.0,0.0,0.0
4801018,Redcliff,2009,0.0,0.0,0.0
4801018,Redcliff,2010,0.0,0.0,0.0
4801018,Redcliff,2011,0.0,0.0,0.0
4801018,Redcliff,2012,0.0,0.0,0.0
4801018,Redcliff,2013,0.0,0.0,0.0
4801018,Redcliff,2014,0.0,0.0,0.0
4801018,Redcliff,2015,0.0,0.0,0.0
4801018,Redcliff,2016,0.0,0.0,0.0
4801018,Redcliff,2017,0.0,0.0,0.0
4801018,Redcliff,2018,0.0,0.0,0.0
4801018,Redcliff,2019,0.0,0.0,0.0
4801018,Redcliff,2020,0.0,0.0,0.0
4801018,Redcliff,2021,0.0,0.0,0.0
4802001,Warner County No. 5,2004,0.0,0.0,0.0
4802001,Warner County No. 5,2005,0.0,0.0,0.0
4802001,Warner County No. 5,2006,0.0,0.0,0.0
4802001,Warner County No. 5,2007,0.0,0.0,0.0
4802001,Warner County No. 5,2008,0.0,0.0,0.0
4802001,Warner County No. 5,2009,68124.99903,682.0,83.44
4802001,Warner County No. 5,2010,84226.0,658.0,74.5
4802001,Warner County No. 5,2011,75225.75,1048.0,119.2
4802001,Warner County No. 5,2012,65200.75,517.0,11.92
4802001,Warner County No. 5,2013,78475.75,520.0,8.22778
4802001,Warner County No. 5,2014,66750.75,520.0,8.94
4802001,Warner County No. 5,2015,67850.75,552.0,5.96
4802001,Warner County No. 5,2016,69600.75,519.0,59.6
4802001,Warner County No. 5,2017,92409.825,74078.8098,2454.5068
4802001,Warner County No. 5,2018,96670.31,72830.168,3393.0578
4802001,Warner County No. 5,2019,90237.345,38457.3862,1233.869
4802001,Warner County No. 5,2020,91147.5325,50595.373,1310.8722
4802001,Warner County No. 5,2021,96973.05575,73987.69924,3909.32194
4802002,Coutts,2004,0.0,0.0,0.0
4802002,Coutts,2005,0.0,0.0,0.0
4802002,Coutts,2006,0.0,0.0,0.0
4802002,Coutts,2007,0.0,0.0,0.0
4802002,Coutts,2008,0.0,0.0,0.0
4802002,Coutts,2009,0.0,0.0,0.0
4802002,Coutts,2010,0.0,0.0,0.0
4802002,Coutts,2011,0.0,0.0,0.0
4802002,Coutts,2012,0.0,0.0,0.0
4802002,Coutts,2013,0.0,0.0,0.0
4802002,Coutts,2014,0.0,0.0,0.0
4802002,Coutts,2015,0.0,0.0,0.0
4802002,Coutts,2016,0.0,0.0,0.0
4802002,Coutts,2017,0.0,0.0,0.0
4802002,Coutts,2018,0.0,0.0,0.0
4802002,Coutts,2019,0.0,0.0,0.0
4802002,Coutts,2020,0.0,0.0,0.0
4802002,Coutts,2021,0.0,0.0,0.0
4802004,Milk River,2004,0.0,0.0,0.0
4802004,Milk River,2005,0.0,0.0,0.0
4802004,Milk River,2006,0.0,0.0,0.0
4802004,Milk River,2007,0.0,0.0,0.0
4802004,Milk River,2008,0.0,0.0,0.0
4802004,Milk River,2009,0.0,0.0,0.0
4802004,Milk River,2010,0.0,0.0,0.0
4802004,Milk River,2011,0.0,0.0,0.0
4802004,Milk River,2012,0.0,0.0,0.0
4802004,Milk River,2013,0.0,0.0,0.0
4802004,Milk River,2014,0.0,0.0,0.0
4802004,Milk River,2015,0.0,0.0,0.0
4802004,Milk River,2016,0.0,0.0,0.0
4802004,Milk River,2017,0.0,0.0,0.0
4802004,Milk River,2018,0.0,0.0,0.0
4802004,Milk River,2019,0.0,0.0,0.0
4802004,Milk River,2020,0.0,0.0,0.0
4802004,Milk River,2021,0.0,0.0,0.0
4802006,Warner,2004,0.0,0.0,0.0
4802006,Warner,2005,0.0,0.0,0.0
4802006,Warner,2006,0.0,0.0,0.0
4802006,Warner,2007,0.0,0.0,0.0
4802006,Warner,2008,0.0,0.0,0.0
4802006,Warner,2009,0.0,0.0,0.0
4802006,Warner,2010,0.0,0.0,0.0
4802006,Warner,2011,0.0,0.0,0.0
4802006,Warner,2012,0.0,0.0,0.0
4802006,Warner,2013,0.0,0.0,0.0
4802006,Warner,2014,0.0,0.0,0.0
4802006,Warner,2015,0.0,0.0,0.0
4802006,Warner,2016,0.0,0.0,0.0
4802006,Warner,2017,0.0,0.0,0.0
4802006,Warner,2018,0.0,0.0,0.0
4802006,Warner,2019,0.0,0.0,0.0
4802006,Warner,2020,0.0,0.0,0.0
4802006,Warner,2021,0.0,0.0,0.0
4802008,Raymond,2004,0.0,0.0,0.0
4802008,Raymond,2005,0.0,0.0,0.0
4802008,Raymond,2006,0.0,0.0,0.0
4802008,Raymond,2007,0.0,0.0,0.0
4802008,Raymond,2008,0.0,0.0,0.0
4802008,Raymond,2009,0.0,0.0,0.0
4802008,Raymond,2010,0.0,0.0,0.0
4802008,Raymond,2011,0.0,0.0,0.0
4802008,Raymond,2012,0.0,0.0,0.0
4802008,Raymond,2013,0.0,0.0,0.0
4802008,Raymond,2014,0.0,0.0,0.0
4802008,Raymond,2015,0.0,0.0,0.0
4802008,Raymond,2016,0.0,0.0,0.0
4802008,Raymond,2017,0.0,0.0,0.0
4802008,Raymond,2018,0.0,0.0,0.0
4802008,Raymond,2019,0.0,0.0,0.0
4802008,Raymond,2020,0.0,0.0,0.0
4802008,Raymond,2021,0.0,0.0,0.0
4802009,Stirling,2004,0.0,0.0,0.0
4802009,Stirling,2005,0.0,0.0,0.0
4802009,Stirling,2006,0.0,0.0,0.0
4802009,Stirling,2007,0.0,0.0,0.0
4802009,Stirling,2008,0.0,0.0,0.0
4802009,Stirling,2009,0.0,0.0,0.0
4802009,Stirling,2010,0.0,0.0,0.0
4802009,Stirling,2011,0.0,0.0,0.0
4802009,Stirling,2012,0.0,0.0,0.0
4802009,Stirling,2013,0.0,0.0,0.0
4802009,Stirling,2014,0.0,0.0,0.0
4802009,Stirling,2015,0.0,0.0,0.0
4802009,Stirling,2016,0.0,0.0,0.0
4802009,Stirling,2017,0.0,0.0,0.0
4802009,Stirling,2018,0.0,0.0,0.0
4802009,Stirling,2019,0.0,0.0,0.0
4802009,Stirling,2020,0.0,0.0,0.0
4802009,Stirling,2021,0.0,0.0,0.0
4802011,Lethbridge County,2004,0.0,0.0,0.0
4802011,Lethbridge County,2005,0.0,0.0,0.0
4802011,Lethbridge County,2006,0.0,0.0,0.0
4802011,Lethbridge County,2007,0.0,0.0,0.0
4802011,Lethbridge County,2008,0.0,0.0,0.0
4802011,Lethbridge County,2009,0.0,0.0,0.0
4802011,Lethbridge County,2010,0.0,0.0,0.0
4802011,Lethbridge County,2011,0.0,0.0,0.0
4802011,Lethbridge County,2012,0.0,0.0,0.0
4802011,Lethbridge County,2013,0.0,0.0,0.0
4802011,Lethbridge County,2014,0.0,0.0,0.0
4802011,Lethbridge County,2015,0.0,0.0,0.0
4802011,Lethbridge County,2016,0.0,0.0,0.0
4802011,Lethbridge County,2017,2407.125,48549.163,257.174
4802011,Lethbridge County,2018,5568.9175,53500.5327,286.2588
4802011,Lethbridge County,2019,5576.72405,49569.47187,282.80081
4802011,Lethbridge County,2020,1232.85,37667.376,396.936
4802011,Lethbridge County,2021,8963.5456,66650.4335,1193.66969
4802012,Lethbridge,2004,0.0,0.0,0.0
4802012,Lethbridge,2005,0.0,0.0,0.0
4802012,Lethbridge,2006,0.0,0.0,0.0
4802012,Lethbridge,2007,0.0,0.0,0.0
4802012,Lethbridge,2008,0.0,0.0,0.0
4802012,Lethbridge,2009,0.0,0.0,0.0
4802012,Lethbridge,2010,0.0,0.0,0.0
4802012,Lethbridge,2011,0.0,0.0,0.0
4802012,Lethbridge,2012,0.0,0.0,0.0
4802012,Lethbridge,2013,0.0,0.0,0.0
4802012,Lethbridge,2014,0.0,0.0,0.0
4802012,Lethbridge,2015,0.0,0.0,0.0
4802012,Lethbridge,2016,0.0,0.0,0.0
4802012,Lethbridge,2017,14.65,32880.0,195.786
4802012,Lethbridge,2018,26.16998,52519.504,409.59415
4802012,Lethbridge,2019,30.77628,63448.682,333.42177
4802012,Lethbridge,2020,31.8475,66030.601,355.961
4802012,Lethbridge,2021,23.86,49571.594,263.6406
4802013,Coalhurst,2004,0.0,0.0,0.0
4802013,Coalhurst,2005,0.0,0.0,0.0
4802013,Coalhurst,2006,0.0,0.0,0.0
4802013,Coalhurst,2007,0.0,0.0,0.0
4802013,Coalhurst,2008,0.0,0.0,0.0
4802013,Coalhurst,2009,0.0,0.0,0.0
4802013,Coalhurst,2010,0.0,0.0,0.0
4802013,Coalhurst,2011,0.0,0.0,0.0
4802013,Coalhurst,2012,0.0,0.0,0.0
4802013,Coalhurst,2013,0.0,0.0,0.0
4802013,Coalhurst,2014,0.0,0.0,0.0
4802013,Coalhurst,2015,0.0,0.0,0.0
4802013,Coalhurst,2016,0.0,0.0,0.0
4802013,Coalhurst,2017,0.0,0.0,0.0
4802013,Coalhurst,2018,0.0,0.0,0.0
4802013,Coalhurst,2019,0.0,0.0,0.0
4802013,Coalhurst,2020,0.0,0.0,0.0
4802013,Coalhurst,2021,0.0,0.0,0.0
4802014,Nobleford,2004,0.0,0.0,0.0
4802014,Nobleford,2005,0.0,0.0,0.0
4802014,Nobleford,2006,0.0,0.0,0.0
4802014,Nobleford,2007,0.0,0.0,0.0
4802014,Nobleford,2008,0.0,0.0,0.0
4802014,Nobleford,2009,0.0,0.0,0.0
4802014,Nobleford,2010,0.0,0.0,0.0
4802014,Nobleford,2011,0.0,0.0,0.0
4802014,Nobleford,2012,0.0,0.0,0.0
4802014,Nobleford,2013,0.0,0.0,0.0
4802014,Nobleford,2014,0.0,0.0,0.0
4802014,Nobleford,2015,0.0,0.0,0.0
4802014,Nobleford,2016,0.0,0.0,0.0
4802014,Nobleford,2017,0.0,0.0,0.0
4802014,Nobleford,2018,0.0,0.0,0.0
4802014,Nobleford,2019,0.0,0.0,0.0
4802014,Nobleford,2020,0.0,0.0,0.0
4802014,Nobleford,2021,0.0,0.0,0.0
4802016,Barons,2004,0.0,0.0,0.0
4802016,Barons,2005,0.0,0.0,0.0
4802016,Barons,2006,0.0,0.0,0.0
4802016,Barons,2007,0.0,0.0,0.0
4802016,Barons,2008,0.0,0.0,0.0
4802016,Barons,2009,0.0,0.0,0.0
4802016,Barons,2010,0.0,0.0,0.0
4802016,Barons,2011,0.0,0.0,0.0
4802016,Barons,2012,0.0,0.0,0.0
4802016,Barons,2013,0.0,0.0,0.0
4802016,Barons,2014,0.0,0.0,0.0
4802016,Barons,2015,0.0,0.0,0.0
4802016,Barons,2016,0.0,0.0,0.0
4802016,Barons,2017,0.0,0.0,0.0
4802016,Barons,2018,0.0,0.0,0.0
4802016,Barons,2019,0.0,0.0,0.0
4802016,Barons,2020,0.0,0.0,0.0
4802016,Barons,2021,0.0,0.0,0.0
4802018,Picture Butte,2004,0.0,0.0,0.0
4802018,Picture Butte,2005,0.0,0.0,0.0
4802018,Picture Butte,2006,0.0,0.0,0.0
4802018,Picture Butte,2007,0.0,0.0,0.0
4802018,Picture Butte,2008,0.0,0.0,0.0
4802018,Picture Butte,2009,0.0,0.0,0.0
4802018,Picture Butte,2010,0.0,0.0,0.0
4802018,Picture Butte,2011,0.0,0.0,0.0
4802018,Picture Butte,2012,0.0,0.0,0.0
4802018,Picture Butte,2013,0.0,0.0,0.0
4802018,Picture Butte,2014,0.0,0.0,0.0
4802018,Picture Butte,2015,0.0,0.0,0.0
4802018,Picture Butte,2016,0.0,0.0,0.0
4802018,Picture Butte,2017,0.0,0.0,0.0
4802018,Picture Butte,2018,0.0,0.0,0.0
4802018,Picture Butte,2019,0.0,0.0,0.0
4802018,Picture Butte,2020,0.0,0.0,0.0
4802018,Picture Butte,2021,0.0,0.0,0.0
4802019,Coaldale,2004,0.0,0.0,0.0
4802019,Coaldale,2005,0.0,0.0,0.0
4802019,Coaldale,2006,0.0,0.0,0.0
4802019,Coaldale,2007,0.0,0.0,0.0
4802019,Coaldale,2008,0.0,0.0,0.0
4802019,Coaldale,2009,0.0,0.0,0.0
4802019,Coaldale,2010,0.0,0.0,0.0
4802019,Coaldale,2011,0.0,0.0,0.0
4802019,Coaldale,2012,0.0,0.0,0.0
4802019,Coaldale,2013,0.0,0.0,0.0
4802019,Coaldale,2014,0.0,0.0,0.0
4802019,Coaldale,2015,0.0,0.0,0.0
4802019,Coaldale,2016,0.0,0.0,0.0
4802019,Coaldale,2017,0.0,0.0,0.0
4802019,Coaldale,2018,0.0,0.0,0.0
4802019,Coaldale,2019,0.0,0.0,0.0
4802019,Coaldale,2020,0.0,0.0,0.0
4802019,Coaldale,2021,0.0,0.0,0.0
4802021,"Taber, M.D.",2004,5553.04985,93188.19934,2559.224
4802021,"Taber, M.D.",2005,0.0,0.0,0.0
4802021,"Taber, M.D.",2006,15247.49998,38572.4397,4499.8
4802021,"Taber, M.D.",2007,0.0,0.0,0.0
4802021,"Taber, M.D.",2008,0.0,0.0,0.0
4802021,"Taber, M.D.",2009,4770.3499,48214.58101,1644.662
4802021,"Taber, M.D.",2010,4705.45,53973.00947,1798.728
4802021,"Taber, M.D.",2011,0.0,0.0,0.0
4802021,"Taber, M.D.",2012,0.0,0.0,0.0
4802021,"Taber, M.D.",2013,3354.19248,59735.08185,1192.6556
4802021,"Taber, M.D.",2014,3425.2799,63516.3494,1312.243
4802021,"Taber, M.D.",2015,3107.82238,62463.33392,1026.2226
4802021,"Taber, M.D.",2016,2891.63258,57440.22253,866.7628
4802021,"Taber, M.D.",2017,2810.7125,54856.0885,801.7988
4802021,"Taber, M.D.",2018,2890.55703,43028.38467,433.7241
4802021,"Taber, M.D.",2019,3171.40143,44719.72088,477.19485
4802021,"Taber, M.D.",2020,917.65,35314.612,388.294
4802021,"Taber, M.D.",2021,4068.43248,46701.88903,728.6404
4802022,Taber,2004,0.0,0.0,0.0
4802022,Taber,2005,0.0,0.0,0.0
4802022,Taber,2006,0.0,0.0,0.0
4802022,Taber,2007,0.0,0.0,0.0
4802022,Taber,2008,0.0,0.0,0.0
4802022,Taber,2009,9948.6047,45181.28905,189.4684
4802022,Taber,2010,10017.09223,60229.93892,252.1378
4802022,Taber,2011,10071.42248,57493.81815,241.1118
4802022,Taber,2012,10208.87508,67544.37814,281.0438
4802022,Taber,2013,10316.1349,72039.06134,309.5326
4802022,Taber,2014,10411.97463,58940.90475,248.979
4802022,Taber,2015,10665.3153,67214.50704,279.0472
4802022,Taber,2016,17496.775,64696.2085,1001.4886
4802022,Taber,2017,22100.3725,78547.2386,1078.7004
4802022,Taber,2018,24339.895,85329.7416,1114.5796
4802022,Taber,2019,33036.58135,78155.44325,1403.48166
4802022,Taber,2020,13408.50493,55811.6482,301.06046
4802022,Taber,2021,38949.7075,83974.3282,451.2316
4802023,Barnwell,2004,0.0,0.0,0.0
4802023,Barnwell,2005,0.0,0.0,0.0
4802023,Barnwell,2006,0.0,0.0,0.0
4802023,Barnwell,2007,0.0,0.0,0.0
4802023,Barnwell,2008,0.0,0.0,0.0
4802023,Barnwell,2009,0.0,0.0,0.0
4802023,Barnwell,2010,0.0,0.0,0.0
4802023,Barnwell,2011,0.0,0.0,0.0
4802023,Barnwell,2012,0.0,0.0,0.0
4802023,Barnwell,2013,0.0,0.0,0.0
4802023,Barnwell,2014,0.0,0.0,0.0
4802023,Barnwell,2015,0.0,0.0,0.0
4802023,Barnwell,2016,0.0,0.0,0.0
4802023,Barnwell,2017,0.0,0.0,0.0
4802023,Barnwell,2018,0.0,0.0,0.0
4802023,Barnwell,2019,0.0,0.0,0.0
4802023,Barnwell,2020,0.0,0.0,0.0
4802023,Barnwell,2021,0.0,0.0,0.0
4802029,Vauxhall,2004,0.0,0.0,0.0
4802029,Vauxhall,2005,0.0,0.0,0.0
4802029,Vauxhall,2006,0.0,0.0,0.0
4802029,Vauxhall,2007,0.0,0.0,0.0
4802029,Vauxhall,2008,0.0,0.0,0.0
4802029,Vauxhall,2009,0.0,0.0,0.0
4802029,Vauxhall,2010,0.0,0.0,0.0
4802029,Vauxhall,2011,0.0,0.0,0.0
4802029,Vauxhall,2012,0.0,0.0,0.0
4802029,Vauxhall,2013,0.0,0.0,0.0
4802029,Vauxhall,2014,0.0,0.0,0.0
4802029,Vauxhall,2015,0.0,0.0,0.0
4802029,Vauxhall,2016,0.0,0.0,0.0
4802029,Vauxhall,2017,0.0,0.0,0.0
4802029,Vauxhall,2018,0.0,0.0,0.0
4802029,Vauxhall,2019,0.0,0.0,0.0
4802029,Vauxhall,2020,0.0,0.0,0.0
4802029,Vauxhall,2021,0.0,0.0,0.0
4802031,Newell County,2004,0.0,0.0,0.0
4802031,Newell County,2005,0.0,0.0,0.0
4802031,Newell County,2006,0.0,0.0,0.0
4802031,Newell County,2007,0.0,0.0,0.0
4802031,Newell County,2008,0.0,0.0,0.0
4802031,Newell County,2009,0.0,0.0,0.0
4802031,Newell County,2010,0.0,0.0,0.0
4802031,Newell County,2011,0.0,0.0,0.0
4802031,Newell County,2012,0.0,0.0,0.0
4802031,Newell County,2013,184931.1463,54654.41016,7728.9283
4802031,Newell County,2014,178103.0586,51271.07031,9316.10938
4802031,Newell County,2015,227852.7167,53165.13672,7455.97937
4802031,Newell County,2016,239864.2811,55054.71484,7931.79359
4802031,Newell County,2017,271372.1925,259890.1453,9688.2184
4802031,Newell County,2018,298439.795,274863.6698,13368.429
4802031,Newell County,2019,198124.5725,245228.6403,14573.3622
4802031,Newell County,2020,171966.855,267839.0583,20410.5564
4802031,Newell County,2021,49055.71022,186347.8007,16328.54882
4802034,Brooks,2004,0.0,0.0,0.0
4802034,Brooks,2005,0.0,0.0,0.0
4802034,Brooks,2006,0.0,0.0,0.0
4802034,Brooks,2007,0.0,0.0,0.0
4802034,Brooks,2008,0.0,0.0,0.0
4802034,Brooks,2009,0.0,0.0,0.0
4802034,Brooks,2010,0.0,0.0,0.0
4802034,Brooks,2011,0.0,0.0,0.0
4802034,Brooks,2012,0.0,0.0,0.0
4802034,Brooks,2013,0.0,0.0,0.0
4802034,Brooks,2014,0.0,0.0,0.0
4802034,Brooks,2015,0.0,0.0,0.0
4802034,Brooks,2016,0.0,0.0,0.0
4802034,Brooks,2017,10761.5,190.43,8.94
4802034,Brooks,2018,12902.0,216.09,8.94
4802034,Brooks,2019,13675.25,229.57,8.94
4802034,Brooks,2020,14036.5,188.44,8.94
4802034,Brooks,2021,14428.5,194.5,0.0
4802036,Duchess,2004,0.0,0.0,0.0
4802036,Duchess,2005,0.0,0.0,0.0
4802036,Duchess,2006,0.0,0.0,0.0
4802036,Duchess,2007,0.0,0.0,0.0
4802036,Duchess,2008,0.0,0.0,0.0
4802036,Duchess,2009,0.0,0.0,0.0
4802036,Duchess,2010,0.0,0.0,0.0
4802036,Duchess,2011,0.0,0.0,0.0
4802036,Duchess,2012,0.0,0.0,0.0
4802036,Duchess,2013,0.0,0.0,0.0
4802036,Duchess,2014,0.0,0.0,0.0
4802036,Duchess,2015,0.0,0.0,0.0
4802036,Duchess,2016,0.0,0.0,0.0
4802036,Duchess,2017,0.0,0.0,0.0
4802036,Duchess,2018,0.0,0.0,0.0
4802036,Duchess,2019,0.0,0.0,0.0
4802036,Duchess,2020,0.0,0.0,0.0
4802036,Duchess,2021,0.0,0.0,0.0
4802038,Rosemary,2004,0.0,0.0,0.0
4802038,Rosemary,2005,0.0,0.0,0.0
4802038,Rosemary,2006,0.0,0.0,0.0
4802038,Rosemary,2007,0.0,0.0,0.0
4802038,Rosemary,2008,0.0,0.0,0.0
4802038,Rosemary,2009,0.0,0.0,0.0
4802038,Rosemary,2010,0.0,0.0,0.0
4802038,Rosemary,2011,0.0,0.0,0.0
4802038,Rosemary,2012,0.0,0.0,0.0
4802038,Rosemary,2013,0.0,0.0,0.0
4802038,Rosemary,2014,0.0,0.0,0.0
4802038,Rosemary,2015,0.0,0.0,0.0
4802038,Rosemary,2016,0.0,0.0,0.0
4802038,Rosemary,2017,0.0,0.0,0.0
4802038,Rosemary,2018,0.0,0.0,0.0
4802038,Rosemary,2019,0.0,0.0,0.0
4802038,Rosemary,2020,0.0,0.0,0.0
4802038,Rosemary,2021,0.0,0.0,0.0
4802039,Bassano,2004,0.0,0.0,0.0
4802039,Bassano,2005,0.0,0.0,0.0
4802039,Bassano,2006,0.0,0.0,0.0
4802039,Bassano,2007,0.0,0.0,0.0
4802039,Bassano,2008,0.0,0.0,0.0
4802039,Bassano,2009,0.0,0.0,0.0
4802039,Bassano,2010,0.0,0.0,0.0
4802039,Bassano,2011,0.0,0.0,0.0
4802039,Bassano,2012,0.0,0.0,0.0
4802039,Bassano,2013,0.0,0.0,0.0
4802039,Bassano,2014,0.0,0.0,0.0
4802039,Bassano,2015,0.0,0.0,0.0
4802039,Bassano,2016,0.0,0.0,0.0
4802039,Bassano,2017,0.0,0.0,0.0
4802039,Bassano,2018,0.0,0.0,0.0
4802039,Bassano,2019,0.0,0.0,0.0
4802039,Bassano,2020,0.0,0.0,0.0
4802039,Bassano,2021,0.0,0.0,0.0
4803001,Cardston County,2004,0.0,0.0,0.0
4803001,Cardston County,2005,0.0,0.0,0.0
4803001,Cardston County,2006,0.0,0.0,0.0
4803001,Cardston County,2007,0.0,0.0,0.0
4803001,Cardston County,2008,0.0,0.0,0.0
4803001,Cardston County,2009,0.0,0.0,0.0
4803001,Cardston County,2010,0.0,0.0,0.0
4803001,Cardston County,2011,0.0,0.0,0.0
4803001,Cardston County,2012,0.0,0.0,0.0
4803001,Cardston County,2013,0.0,0.0,0.0
4803001,Cardston County,2014,0.0,0.0,0.0
4803001,Cardston County,2015,0.0,0.0,0.0
4803001,Cardston County,2016,0.0,0.0,0.0
4803001,Cardston County,2017,1421.8,8468.949,77.3608
4803001,Cardston County,2018,1168.425,4670.778,32.8992
4803001,Cardston County,2019,0.01538,14.81911,0.19668
4803001,Cardston County,2020,0.02548,16.39395,0.04857
4803001,Cardston County,2021,0.0199,10.82814,0.03308
4803002,Magrath,2004,0.0,0.0,0.0
4803002,Magrath,2005,0.0,0.0,0.0
4803002,Magrath,2006,0.0,0.0,0.0
4803002,Magrath,2007,0.0,0.0,0.0
4803002,Magrath,2008,0.0,0.0,0.0
4803002,Magrath,2009,0.0,0.0,0.0
4803002,Magrath,2010,0.0,0.0,0.0
4803002,Magrath,2011,0.0,0.0,0.0
4803002,Magrath,2012,0.0,0.0,0.0
4803002,Magrath,2013,0.0,0.0,0.0
4803002,Magrath,2014,0.0,0.0,0.0
4803002,Magrath,2015,0.0,0.0,0.0
