CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4806009,Turner Valley,2020,Life Expectancy,Female,Years,82.08000
4806009,Turner Valley,2021,Life Expectancy,Female,Years,81.87000
4806009,Turner Valley,2022,Life Expectancy,Female,Years,81.08000
4806009,Turner Valley,2011,Life Expectancy,Male,Years,75.05000
4806009,Turner Valley,2012,Life Expectancy,Male,Years,75.42000
4806009,Turner Valley,2013,Life Expectancy,Male,Years,76.15000
4806009,Turner Valley,2014,Life Expectancy,Male,Years,76.32000
4806009,Turner Valley,2015,Life Expectancy,Male,Years,77.89000
4806009,Turner Valley,2016,Life Expectancy,Male,Years,78.42000
4806009,Turner Valley,2017,Life Expectancy,Male,Years,78.53000
4806009,Turner Valley,2018,Life Expectancy,Male,Years,78.52000
4806009,Turner Valley,2019,Life Expectancy,Male,Years,79.07000
4806009,Turner Valley,2020,Life Expectancy,Male,Years,79.16000
4806009,Turner Valley,2021,Life Expectancy,Male,Years,78.66000
4806009,Turner Valley,2022,Life Expectancy,Male,Years,78.23000
4806009,Turner Valley,2011,Life Expectancy,Both,Years,78.31000
4806009,Turner Valley,2012,Life Expectancy,Both,Years,78.61000
4806009,Turner Valley,2013,Life Expectancy,Both,Years,79.01000
4806009,Turner Valley,2014,Life Expectancy,Both,Years,79.16000
4806009,Turner Valley,2015,Life Expectancy,Both,Years,79.92000
4806009,Turner Valley,2016,Life Expectancy,Both,Years,80.19000
4806009,Turner Valley,2017,Life Expectancy,Both,Years,80.29000
4806009,Turner Valley,2018,Life Expectancy,Both,Years,80.56000
4806009,Turner Valley,2019,Life Expectancy,Both,Years,80.72000
4806009,Turner Valley,2020,Life Expectancy,Both,Years,80.63000
4806009,Turner Valley,2021,Life Expectancy,Both,Years,80.25000
4806009,Turner Valley,2022,Life Expectancy,Both,Years,79.64000
4806011,Black Diamond,2011,Life Expectancy,Female,Years,81.82000
4806011,Black Diamond,2012,Life Expectancy,Female,Years,82.05000
4806011,Black Diamond,2013,Life Expectancy,Female,Years,82.11000
4806011,Black Diamond,2014,Life Expectancy,Female,Years,82.12000
4806011,Black Diamond,2015,Life Expectancy,Female,Years,81.94000
4806011,Black Diamond,2016,Life Expectancy,Female,Years,81.91000
4806011,Black Diamond,2017,Life Expectancy,Female,Years,82.02000
4806011,Black Diamond,2018,Life Expectancy,Female,Years,82.59000
4806011,Black Diamond,2019,Life Expectancy,Female,Years,82.36000
4806011,Black Diamond,2020,Life Expectancy,Female,Years,82.08000
4806011,Black Diamond,2021,Life Expectancy,Female,Years,81.87000
4806011,Black Diamond,2022,Life Expectancy,Female,Years,81.08000
4806011,Black Diamond,2011,Life Expectancy,Male,Years,75.05000
4806011,Black Diamond,2012,Life Expectancy,Male,Years,75.42000
4806011,Black Diamond,2013,Life Expectancy,Male,Years,76.15000
4806011,Black Diamond,2014,Life Expectancy,Male,Years,76.32000
4806011,Black Diamond,2015,Life Expectancy,Male,Years,77.89000
4806011,Black Diamond,2016,Life Expectancy,Male,Years,78.42000
4806011,Black Diamond,2017,Life Expectancy,Male,Years,78.53000
4806011,Black Diamond,2018,Life Expectancy,Male,Years,78.52000
4806011,Black Diamond,2019,Life Expectancy,Male,Years,79.07000
4806011,Black Diamond,2020,Life Expectancy,Male,Years,79.16000
4806011,Black Diamond,2021,Life Expectancy,Male,Years,78.66000
4806011,Black Diamond,2022,Life Expectancy,Male,Years,78.23000
4806011,Black Diamond,2011,Life Expectancy,Both,Years,78.31000
4806011,Black Diamond,2012,Life Expectancy,Both,Years,78.61000
4806011,Black Diamond,2013,Life Expectancy,Both,Years,79.01000
4806011,Black Diamond,2014,Life Expectancy,Both,Years,79.16000
4806011,Black Diamond,2015,Life Expectancy,Both,Years,79.92000
4806011,Black Diamond,2016,Life Expectancy,Both,Years,80.19000
4806011,Black Diamond,2017,Life Expectancy,Both,Years,80.29000
4806011,Black Diamond,2018,Life Expectancy,Both,Years,80.56000
4806011,Black Diamond,2019,Life Expectancy,Both,Years,80.72000
4806011,Black Diamond,2020,Life Expectancy,Both,Years,80.63000
4806011,Black Diamond,2021,Life Expectancy,Both,Years,80.25000
4806011,Black Diamond,2022,Life Expectancy,Both,Years,79.64000
4806012,Okotoks,2011,Life Expectancy,Female,Years,83.79000
4806012,Okotoks,2012,Life Expectancy,Female,Years,84.16000
4806012,Okotoks,2013,Life Expectancy,Female,Years,84.15000
4806012,Okotoks,2014,Life Expectancy,Female,Years,84.27000
4806012,Okotoks,2015,Life Expectancy,Female,Years,84.54000
4806012,Okotoks,2016,Life Expectancy,Female,Years,84.59000
4806012,Okotoks,2017,Life Expectancy,Female,Years,84.69000
4806012,Okotoks,2018,Life Expectancy,Female,Years,84.71000
4806012,Okotoks,2019,Life Expectancy,Female,Years,84.88000
4806012,Okotoks,2020,Life Expectancy,Female,Years,85.07000
4806012,Okotoks,2021,Life Expectancy,Female,Years,85.20000
4806012,Okotoks,2022,Life Expectancy,Female,Years,84.99000
4806012,Okotoks,2011,Life Expectancy,Male,Years,81.55000
4806012,Okotoks,2012,Life Expectancy,Male,Years,81.78000
4806012,Okotoks,2013,Life Expectancy,Male,Years,81.54000
4806012,Okotoks,2014,Life Expectancy,Male,Years,81.68000
4806012,Okotoks,2015,Life Expectancy,Male,Years,81.78000
4806012,Okotoks,2016,Life Expectancy,Male,Years,81.85000
4806012,Okotoks,2017,Life Expectancy,Male,Years,81.86000
4806012,Okotoks,2018,Life Expectancy,Male,Years,81.78000
4806012,Okotoks,2019,Life Expectancy,Male,Years,81.74000
4806012,Okotoks,2020,Life Expectancy,Male,Years,81.42000
4806012,Okotoks,2021,Life Expectancy,Male,Years,81.49000
4806012,Okotoks,2022,Life Expectancy,Male,Years,81.34000
4806012,Okotoks,2011,Life Expectancy,Both,Years,82.70000
4806012,Okotoks,2012,Life Expectancy,Both,Years,82.99000
4806012,Okotoks,2013,Life Expectancy,Both,Years,82.86000
4806012,Okotoks,2014,Life Expectancy,Both,Years,82.97000
4806012,Okotoks,2015,Life Expectancy,Both,Years,83.16000
4806012,Okotoks,2016,Life Expectancy,Both,Years,83.20000
4806012,Okotoks,2017,Life Expectancy,Both,Years,83.25000
4806012,Okotoks,2018,Life Expectancy,Both,Years,83.23000
4806012,Okotoks,2019,Life Expectancy,Both,Years,83.29000
4806012,Okotoks,2020,Life Expectancy,Both,Years,83.21000
4806012,Okotoks,2021,Life Expectancy,Both,Years,83.32000
4806012,Okotoks,2022,Life Expectancy,Both,Years,83.15000
4806014,Rocky View County,2011,Life Expectancy,Female,Years,85.57000
4806014,Rocky View County,2012,Life Expectancy,Female,Years,85.57000
4806014,Rocky View County,2013,Life Expectancy,Female,Years,85.58000
4806014,Rocky View County,2014,Life Expectancy,Female,Years,85.62000
4806014,Rocky View County,2015,Life Expectancy,Female,Years,85.70000
4806014,Rocky View County,2016,Life Expectancy,Female,Years,85.75000
4806014,Rocky View County,2017,Life Expectancy,Female,Years,85.66000
4806014,Rocky View County,2018,Life Expectancy,Female,Years,85.85000
4806014,Rocky View County,2019,Life Expectancy,Female,Years,85.85000
4806014,Rocky View County,2020,Life Expectancy,Female,Years,85.83000
4806014,Rocky View County,2021,Life Expectancy,Female,Years,85.81000
4806014,Rocky View County,2022,Life Expectancy,Female,Years,85.88000
4806014,Rocky View County,2011,Life Expectancy,Male,Years,81.55000
4806014,Rocky View County,2012,Life Expectancy,Male,Years,81.64000
4806014,Rocky View County,2013,Life Expectancy,Male,Years,81.85000
4806014,Rocky View County,2014,Life Expectancy,Male,Years,81.98000
4806014,Rocky View County,2015,Life Expectancy,Male,Years,82.18000
4806014,Rocky View County,2016,Life Expectancy,Male,Years,82.27000
4806014,Rocky View County,2017,Life Expectancy,Male,Years,82.25000
4806014,Rocky View County,2018,Life Expectancy,Male,Years,82.19000
4806014,Rocky View County,2019,Life Expectancy,Male,Years,82.32000
4806014,Rocky View County,2020,Life Expectancy,Male,Years,82.40000
4806014,Rocky View County,2021,Life Expectancy,Male,Years,82.23000
4806014,Rocky View County,2022,Life Expectancy,Male,Years,82.14000
4806014,Rocky View County,2011,Life Expectancy,Both,Years,83.63000
4806014,Rocky View County,2012,Life Expectancy,Both,Years,83.67000
4806014,Rocky View County,2013,Life Expectancy,Both,Years,83.78000
4806014,Rocky View County,2014,Life Expectancy,Both,Years,83.85000
4806014,Rocky View County,2015,Life Expectancy,Both,Years,83.98000
4806014,Rocky View County,2016,Life Expectancy,Both,Years,84.05000
4806014,Rocky View County,2017,Life Expectancy,Both,Years,83.99000
4806014,Rocky View County,2018,Life Expectancy,Both,Years,84.05000
4806014,Rocky View County,2019,Life Expectancy,Both,Years,84.11000
4806014,Rocky View County,2020,Life Expectancy,Both,Years,84.14000
4806014,Rocky View County,2021,Life Expectancy,Both,Years,84.05000
4806014,Rocky View County,2022,Life Expectancy,Both,Years,84.03000
4806016,Calgary,2011,Life Expectancy,Female,Years,84.26000
4806016,Calgary,2012,Life Expectancy,Female,Years,84.46000
4806016,Calgary,2013,Life Expectancy,Female,Years,84.54000
4806016,Calgary,2014,Life Expectancy,Female,Years,84.70000
4806016,Calgary,2015,Life Expectancy,Female,Years,84.80000
4806016,Calgary,2016,Life Expectancy,Female,Years,84.91000
4806016,Calgary,2017,Life Expectancy,Female,Years,84.98000
4806016,Calgary,2018,Life Expectancy,Female,Years,85.12000
4806016,Calgary,2019,Life Expectancy,Female,Years,85.25000
4806016,Calgary,2020,Life Expectancy,Female,Years,85.29000
4806016,Calgary,2021,Life Expectancy,Female,Years,85.29000
4806016,Calgary,2022,Life Expectancy,Female,Years,85.18000
4806016,Calgary,2011,Life Expectancy,Male,Years,80.48000
4806016,Calgary,2012,Life Expectancy,Male,Years,80.64000
4806016,Calgary,2013,Life Expectancy,Male,Years,80.78000
4806016,Calgary,2014,Life Expectancy,Male,Years,81.01000
4806016,Calgary,2015,Life Expectancy,Male,Years,81.15000
4806016,Calgary,2016,Life Expectancy,Male,Years,81.29000
4806016,Calgary,2017,Life Expectancy,Male,Years,81.33000
4806016,Calgary,2018,Life Expectancy,Male,Years,81.34000
4806016,Calgary,2019,Life Expectancy,Male,Years,81.50000
4806016,Calgary,2020,Life Expectancy,Male,Years,81.42000
4806016,Calgary,2021,Life Expectancy,Male,Years,81.29000
4806016,Calgary,2022,Life Expectancy,Male,Years,81.22000
4806016,Calgary,2011,Life Expectancy,Both,Years,82.43000
4806016,Calgary,2012,Life Expectancy,Both,Years,82.60000
4806016,Calgary,2013,Life Expectancy,Both,Years,82.71000
4806016,Calgary,2014,Life Expectancy,Both,Years,82.89000
4806016,Calgary,2015,Life Expectancy,Both,Years,83.02000
4806016,Calgary,2016,Life Expectancy,Both,Years,83.15000
4806016,Calgary,2017,Life Expectancy,Both,Years,83.19000
4806016,Calgary,2018,Life Expectancy,Both,Years,83.25000
4806016,Calgary,2019,Life Expectancy,Both,Years,83.40000
4806016,Calgary,2020,Life Expectancy,Both,Years,83.37000
4806016,Calgary,2021,Life Expectancy,Both,Years,83.31000
4806016,Calgary,2022,Life Expectancy,Both,Years,83.22000
4806028,Mountain View County,2011,Life Expectancy,Female,Years,82.30000
4806028,Mountain View County,2012,Life Expectancy,Female,Years,82.36000
4806028,Mountain View County,2013,Life Expectancy,Female,Years,82.50000
4806028,Mountain View County,2014,Life Expectancy,Female,Years,82.41000
4806028,Mountain View County,2015,Life Expectancy,Female,Years,82.63000
4806028,Mountain View County,2016,Life Expectancy,Female,Years,82.89000
4806028,Mountain View County,2017,Life Expectancy,Female,Years,83.24000
4806028,Mountain View County,2018,Life Expectancy,Female,Years,83.75000
4806028,Mountain View County,2019,Life Expectancy,Female,Years,83.92000
4806028,Mountain View County,2020,Life Expectancy,Female,Years,84.01000
4806028,Mountain View County,2021,Life Expectancy,Female,Years,83.95000
4806028,Mountain View County,2022,Life Expectancy,Female,Years,83.62000
4806028,Mountain View County,2011,Life Expectancy,Male,Years,79.22000
4806028,Mountain View County,2012,Life Expectancy,Male,Years,79.37000
4806028,Mountain View County,2013,Life Expectancy,Male,Years,79.52000
4806028,Mountain View County,2014,Life Expectancy,Male,Years,79.35000
4806028,Mountain View County,2015,Life Expectancy,Male,Years,79.75000
4806028,Mountain View County,2016,Life Expectancy,Male,Years,79.90000
4806028,Mountain View County,2017,Life Expectancy,Male,Years,80.01000
4806028,Mountain View County,2018,Life Expectancy,Male,Years,80.14000
4806028,Mountain View County,2019,Life Expectancy,Male,Years,80.09000
4806028,Mountain View County,2020,Life Expectancy,Male,Years,79.99000
4806028,Mountain View County,2021,Life Expectancy,Male,Years,79.51000
4806028,Mountain View County,2022,Life Expectancy,Male,Years,79.31000
4806028,Mountain View County,2011,Life Expectancy,Both,Years,80.77000
4806028,Mountain View County,2012,Life Expectancy,Both,Years,80.88000
4806028,Mountain View County,2013,Life Expectancy,Both,Years,81.01000
4806028,Mountain View County,2014,Life Expectancy,Both,Years,80.88000
4806028,Mountain View County,2015,Life Expectancy,Both,Years,81.19000
4806028,Mountain View County,2016,Life Expectancy,Both,Years,81.39000
4806028,Mountain View County,2017,Life Expectancy,Both,Years,81.61000
4806028,Mountain View County,2018,Life Expectancy,Both,Years,81.91000
4806028,Mountain View County,2019,Life Expectancy,Both,Years,81.98000
4806028,Mountain View County,2020,Life Expectancy,Both,Years,81.95000
4806028,Mountain View County,2021,Life Expectancy,Both,Years,81.67000
4806028,Mountain View County,2022,Life Expectancy,Both,Years,81.42000
4806029,Carstairs,2011,Life Expectancy,Female,Years,82.64000
4806029,Carstairs,2012,Life Expectancy,Female,Years,82.89000
4806029,Carstairs,2013,Life Expectancy,Female,Years,82.98000
4806029,Carstairs,2014,Life Expectancy,Female,Years,82.73000
4806029,Carstairs,2015,Life Expectancy,Female,Years,82.77000
4806029,Carstairs,2016,Life Expectancy,Female,Years,83.00000
4806029,Carstairs,2017,Life Expectancy,Female,Years,83.36000
4806029,Carstairs,2018,Life Expectancy,Female,Years,83.79000
4806029,Carstairs,2019,Life Expectancy,Female,Years,83.83000
4806029,Carstairs,2020,Life Expectancy,Female,Years,83.74000
4806029,Carstairs,2021,Life Expectancy,Female,Years,83.34000
4806029,Carstairs,2022,Life Expectancy,Female,Years,82.65000
4806029,Carstairs,2011,Life Expectancy,Male,Years,78.65000
4806029,Carstairs,2012,Life Expectancy,Male,Years,79.14000
4806029,Carstairs,2013,Life Expectancy,Male,Years,79.29000
4806029,Carstairs,2014,Life Expectancy,Male,Years,79.12000
4806029,Carstairs,2015,Life Expectancy,Male,Years,79.56000
4806029,Carstairs,2016,Life Expectancy,Male,Years,79.58000
4806029,Carstairs,2017,Life Expectancy,Male,Years,79.63000
4806029,Carstairs,2018,Life Expectancy,Male,Years,79.77000
4806029,Carstairs,2019,Life Expectancy,Male,Years,79.91000
4806029,Carstairs,2020,Life Expectancy,Male,Years,79.52000
4806029,Carstairs,2021,Life Expectancy,Male,Years,79.24000
4806029,Carstairs,2022,Life Expectancy,Male,Years,79.13000
4806029,Carstairs,2011,Life Expectancy,Both,Years,80.58000
4806029,Carstairs,2012,Life Expectancy,Both,Years,80.97000
4806029,Carstairs,2013,Life Expectancy,Both,Years,81.10000
4806029,Carstairs,2014,Life Expectancy,Both,Years,80.90000
4806029,Carstairs,2015,Life Expectancy,Both,Years,81.14000
4806029,Carstairs,2016,Life Expectancy,Both,Years,81.25000
4806029,Carstairs,2017,Life Expectancy,Both,Years,81.44000
4806029,Carstairs,2018,Life Expectancy,Both,Years,81.71000
4806029,Carstairs,2019,Life Expectancy,Both,Years,81.82000
4806029,Carstairs,2020,Life Expectancy,Both,Years,81.56000
4806029,Carstairs,2021,Life Expectancy,Both,Years,81.21000
4806029,Carstairs,2022,Life Expectancy,Both,Years,80.84000
4806031,Cremona,2011,Life Expectancy,Female,Years,82.64000
4806031,Cremona,2012,Life Expectancy,Female,Years,82.89000
4806031,Cremona,2013,Life Expectancy,Female,Years,82.98000
4806031,Cremona,2014,Life Expectancy,Female,Years,82.73000
4806031,Cremona,2015,Life Expectancy,Female,Years,82.77000
4806031,Cremona,2016,Life Expectancy,Female,Years,83.00000
4806031,Cremona,2017,Life Expectancy,Female,Years,83.36000
4806031,Cremona,2018,Life Expectancy,Female,Years,83.79000
4806031,Cremona,2019,Life Expectancy,Female,Years,83.83000
4806031,Cremona,2020,Life Expectancy,Female,Years,83.74000
4806031,Cremona,2021,Life Expectancy,Female,Years,83.34000
4806031,Cremona,2022,Life Expectancy,Female,Years,82.65000
4806031,Cremona,2011,Life Expectancy,Male,Years,78.65000
4806031,Cremona,2012,Life Expectancy,Male,Years,79.14000
4806031,Cremona,2013,Life Expectancy,Male,Years,79.29000
4806031,Cremona,2014,Life Expectancy,Male,Years,79.12000
4806031,Cremona,2015,Life Expectancy,Male,Years,79.56000
4806031,Cremona,2016,Life Expectancy,Male,Years,79.58000
4806031,Cremona,2017,Life Expectancy,Male,Years,79.63000
4806031,Cremona,2018,Life Expectancy,Male,Years,79.77000
4806031,Cremona,2019,Life Expectancy,Male,Years,79.91000
4806031,Cremona,2020,Life Expectancy,Male,Years,79.52000
4806031,Cremona,2021,Life Expectancy,Male,Years,79.24000
4806031,Cremona,2022,Life Expectancy,Male,Years,79.13000
4806031,Cremona,2011,Life Expectancy,Both,Years,80.58000
4806031,Cremona,2012,Life Expectancy,Both,Years,80.97000
4806031,Cremona,2013,Life Expectancy,Both,Years,81.10000
4806031,Cremona,2014,Life Expectancy,Both,Years,80.90000
4806031,Cremona,2015,Life Expectancy,Both,Years,81.14000
4806031,Cremona,2016,Life Expectancy,Both,Years,81.25000
4806031,Cremona,2017,Life Expectancy,Both,Years,81.44000
4806031,Cremona,2018,Life Expectancy,Both,Years,81.71000
4806031,Cremona,2019,Life Expectancy,Both,Years,81.82000
4806031,Cremona,2020,Life Expectancy,Both,Years,81.56000
4806031,Cremona,2021,Life Expectancy,Both,Years,81.21000
4806031,Cremona,2022,Life Expectancy,Both,Years,80.84000
4806032,Didsbury,2011,Life Expectancy,Female,Years,82.64000
4806032,Didsbury,2012,Life Expectancy,Female,Years,82.89000
4806032,Didsbury,2013,Life Expectancy,Female,Years,82.98000
4806032,Didsbury,2014,Life Expectancy,Female,Years,82.73000
4806032,Didsbury,2015,Life Expectancy,Female,Years,82.77000
4806032,Didsbury,2016,Life Expectancy,Female,Years,83.00000
4806032,Didsbury,2017,Life Expectancy,Female,Years,83.36000
4806032,Didsbury,2018,Life Expectancy,Female,Years,83.79000
4806032,Didsbury,2019,Life Expectancy,Female,Years,83.83000
4806032,Didsbury,2020,Life Expectancy,Female,Years,83.74000
4806032,Didsbury,2021,Life Expectancy,Female,Years,83.34000
4806032,Didsbury,2022,Life Expectancy,Female,Years,82.65000
4806032,Didsbury,2011,Life Expectancy,Male,Years,78.65000
4806032,Didsbury,2012,Life Expectancy,Male,Years,79.14000
4806032,Didsbury,2013,Life Expectancy,Male,Years,79.29000
4806032,Didsbury,2014,Life Expectancy,Male,Years,79.12000
4806032,Didsbury,2015,Life Expectancy,Male,Years,79.56000
4806032,Didsbury,2016,Life Expectancy,Male,Years,79.58000
4806032,Didsbury,2017,Life Expectancy,Male,Years,79.63000
4806032,Didsbury,2018,Life Expectancy,Male,Years,79.77000
4806032,Didsbury,2019,Life Expectancy,Male,Years,79.91000
4806032,Didsbury,2020,Life Expectancy,Male,Years,79.52000
4806032,Didsbury,2021,Life Expectancy,Male,Years,79.24000
4806032,Didsbury,2022,Life Expectancy,Male,Years,79.13000
4806032,Didsbury,2011,Life Expectancy,Both,Years,80.58000
4806032,Didsbury,2012,Life Expectancy,Both,Years,80.97000
4806032,Didsbury,2013,Life Expectancy,Both,Years,81.10000
4806032,Didsbury,2014,Life Expectancy,Both,Years,80.90000
4806032,Didsbury,2015,Life Expectancy,Both,Years,81.14000
4806032,Didsbury,2016,Life Expectancy,Both,Years,81.25000
4806032,Didsbury,2017,Life Expectancy,Both,Years,81.44000
4806032,Didsbury,2018,Life Expectancy,Both,Years,81.71000
4806032,Didsbury,2019,Life Expectancy,Both,Years,81.82000
4806032,Didsbury,2020,Life Expectancy,Both,Years,81.56000
4806032,Didsbury,2021,Life Expectancy,Both,Years,81.21000
4806032,Didsbury,2022,Life Expectancy,Both,Years,80.84000
4810006,Edberg,2011,Life Expectancy,Female,Years,81.96000
4810006,Edberg,2012,Life Expectancy,Female,Years,82.19000
4810006,Edberg,2013,Life Expectancy,Female,Years,82.16000
4810006,Edberg,2014,Life Expectancy,Female,Years,82.40000
4810006,Edberg,2015,Life Expectancy,Female,Years,82.42000
4810006,Edberg,2016,Life Expectancy,Female,Years,82.68000
4810006,Edberg,2017,Life Expectancy,Female,Years,82.87000
4810006,Edberg,2018,Life Expectancy,Female,Years,82.82000
4810006,Edberg,2019,Life Expectancy,Female,Years,82.96000
4810006,Edberg,2020,Life Expectancy,Female,Years,82.97000
4810006,Edberg,2021,Life Expectancy,Female,Years,83.20000
4810006,Edberg,2022,Life Expectancy,Female,Years,83.23000
4810006,Edberg,2011,Life Expectancy,Male,Years,76.90000
4810006,Edberg,2012,Life Expectancy,Male,Years,77.06000
4810006,Edberg,2013,Life Expectancy,Male,Years,77.40000
4810006,Edberg,2014,Life Expectancy,Male,Years,77.63000
4810006,Edberg,2015,Life Expectancy,Male,Years,78.01000
4810006,Edberg,2016,Life Expectancy,Male,Years,78.26000
4810006,Edberg,2017,Life Expectancy,Male,Years,78.38000
4810006,Edberg,2018,Life Expectancy,Male,Years,78.54000
4810006,Edberg,2019,Life Expectancy,Male,Years,78.68000
4810006,Edberg,2020,Life Expectancy,Male,Years,78.76000
4810006,Edberg,2021,Life Expectancy,Male,Years,78.66000
4810006,Edberg,2022,Life Expectancy,Male,Years,78.69000
4810006,Edberg,2011,Life Expectancy,Both,Years,79.42000
4810006,Edberg,2012,Life Expectancy,Both,Years,79.61000
4810006,Edberg,2013,Life Expectancy,Both,Years,79.77000
4810006,Edberg,2014,Life Expectancy,Both,Years,80.01000
4810006,Edberg,2015,Life Expectancy,Both,Years,80.22000
4810006,Edberg,2016,Life Expectancy,Both,Years,80.48000
4810006,Edberg,2017,Life Expectancy,Both,Years,80.63000
4810006,Edberg,2018,Life Expectancy,Both,Years,80.69000
4810006,Edberg,2019,Life Expectancy,Both,Years,80.82000
4810006,Edberg,2020,Life Expectancy,Both,Years,80.87000
4810006,Edberg,2021,Life Expectancy,Both,Years,80.92000
4810006,Edberg,2022,Life Expectancy,Both,Years,80.95000
4810011,Camrose,2011,Life Expectancy,Female,Years,81.96000
4810011,Camrose,2012,Life Expectancy,Female,Years,82.19000
4810011,Camrose,2013,Life Expectancy,Female,Years,82.16000
4810011,Camrose,2014,Life Expectancy,Female,Years,82.40000
4810011,Camrose,2015,Life Expectancy,Female,Years,82.42000
4810011,Camrose,2016,Life Expectancy,Female,Years,82.68000
4810011,Camrose,2017,Life Expectancy,Female,Years,82.87000
4810011,Camrose,2018,Life Expectancy,Female,Years,82.82000
4810011,Camrose,2019,Life Expectancy,Female,Years,82.96000
4810011,Camrose,2020,Life Expectancy,Female,Years,82.97000
4810011,Camrose,2021,Life Expectancy,Female,Years,83.20000
4810011,Camrose,2022,Life Expectancy,Female,Years,83.23000
4810011,Camrose,2011,Life Expectancy,Male,Years,76.90000
4810011,Camrose,2012,Life Expectancy,Male,Years,77.06000
4810011,Camrose,2013,Life Expectancy,Male,Years,77.40000
4810011,Camrose,2014,Life Expectancy,Male,Years,77.63000
4810011,Camrose,2015,Life Expectancy,Male,Years,78.01000
4810011,Camrose,2016,Life Expectancy,Male,Years,78.26000
4810011,Camrose,2017,Life Expectancy,Male,Years,78.38000
4810011,Camrose,2018,Life Expectancy,Male,Years,78.54000
4810011,Camrose,2019,Life Expectancy,Male,Years,78.68000
4810011,Camrose,2020,Life Expectancy,Male,Years,78.76000
4810011,Camrose,2021,Life Expectancy,Male,Years,78.66000
4810011,Camrose,2022,Life Expectancy,Male,Years,78.69000
4810011,Camrose,2011,Life Expectancy,Both,Years,79.42000
4810011,Camrose,2012,Life Expectancy,Both,Years,79.61000
4810011,Camrose,2013,Life Expectancy,Both,Years,79.77000
4810011,Camrose,2014,Life Expectancy,Both,Years,80.01000
4810011,Camrose,2015,Life Expectancy,Both,Years,80.22000
4810011,Camrose,2016,Life Expectancy,Both,Years,80.48000
4810011,Camrose,2017,Life Expectancy,Both,Years,80.63000
4810011,Camrose,2018,Life Expectancy,Both,Years,80.69000
4810011,Camrose,2019,Life Expectancy,Both,Years,80.82000
4810011,Camrose,2020,Life Expectancy,Both,Years,80.87000
4810011,Camrose,2021,Life Expectancy,Both,Years,80.92000
4810011,Camrose,2022,Life Expectancy,Both,Years,80.95000
4810009,Bawlf,2011,Life Expectancy,Female,Years,81.96000
4810009,Bawlf,2012,Life Expectancy,Female,Years,82.19000
4810009,Bawlf,2013,Life Expectancy,Female,Years,82.16000
4810009,Bawlf,2014,Life Expectancy,Female,Years,82.40000
4810009,Bawlf,2015,Life Expectancy,Female,Years,82.42000
4810009,Bawlf,2016,Life Expectancy,Female,Years,82.68000
4810009,Bawlf,2017,Life Expectancy,Female,Years,82.87000
4810009,Bawlf,2018,Life Expectancy,Female,Years,82.82000
4810009,Bawlf,2019,Life Expectancy,Female,Years,82.96000
4810009,Bawlf,2020,Life Expectancy,Female,Years,82.97000
4810009,Bawlf,2021,Life Expectancy,Female,Years,83.20000
4810009,Bawlf,2022,Life Expectancy,Female,Years,83.23000
4810009,Bawlf,2011,Life Expectancy,Male,Years,76.90000
4810009,Bawlf,2012,Life Expectancy,Male,Years,77.06000
4810009,Bawlf,2013,Life Expectancy,Male,Years,77.40000
4810009,Bawlf,2014,Life Expectancy,Male,Years,77.63000
4810009,Bawlf,2015,Life Expectancy,Male,Years,78.01000
4810009,Bawlf,2016,Life Expectancy,Male,Years,78.26000
4810009,Bawlf,2017,Life Expectancy,Male,Years,78.38000
4810009,Bawlf,2018,Life Expectancy,Male,Years,78.54000
4810009,Bawlf,2019,Life Expectancy,Male,Years,78.68000
4810009,Bawlf,2020,Life Expectancy,Male,Years,78.76000
4810009,Bawlf,2021,Life Expectancy,Male,Years,78.66000
4810009,Bawlf,2022,Life Expectancy,Male,Years,78.69000
4810009,Bawlf,2011,Life Expectancy,Both,Years,79.42000
4810009,Bawlf,2012,Life Expectancy,Both,Years,79.61000
4810009,Bawlf,2013,Life Expectancy,Both,Years,79.77000
4810009,Bawlf,2014,Life Expectancy,Both,Years,80.01000
4810009,Bawlf,2015,Life Expectancy,Both,Years,80.22000
4810009,Bawlf,2016,Life Expectancy,Both,Years,80.48000
4810009,Bawlf,2017,Life Expectancy,Both,Years,80.63000
4810009,Bawlf,2018,Life Expectancy,Both,Years,80.69000
4810009,Bawlf,2019,Life Expectancy,Both,Years,80.82000
4810009,Bawlf,2020,Life Expectancy,Both,Years,80.87000
4810009,Bawlf,2021,Life Expectancy,Both,Years,80.92000
4810009,Bawlf,2022,Life Expectancy,Both,Years,80.95000
4808032,Clive,2011,Life Expectancy,Female,Years,83.33000
4808032,Clive,2012,Life Expectancy,Female,Years,83.64000
4808032,Clive,2013,Life Expectancy,Female,Years,83.74000
4808032,Clive,2014,Life Expectancy,Female,Years,83.95000
4808032,Clive,2015,Life Expectancy,Female,Years,83.69000
4808032,Clive,2016,Life Expectancy,Female,Years,83.86000
4808032,Clive,2017,Life Expectancy,Female,Years,83.87000
4808032,Clive,2018,Life Expectancy,Female,Years,83.98000
4808032,Clive,2019,Life Expectancy,Female,Years,84.03000
4808032,Clive,2020,Life Expectancy,Female,Years,83.95000
4808032,Clive,2021,Life Expectancy,Female,Years,84.00000
4808032,Clive,2022,Life Expectancy,Female,Years,83.91000
4808032,Clive,2011,Life Expectancy,Male,Years,78.65000
4808032,Clive,2012,Life Expectancy,Male,Years,79.29000
