CSDUID,CSD,Period,IndicatorSummaryDescription,Vehicle Type,UnitOfMeasure,OriginalValue
4807044,Sedgewick,2005,Vehicle Registrations,Cars,,376
4807044,Sedgewick,2006,Vehicle Registrations,Cars,,372
4807044,Sedgewick,2007,Vehicle Registrations,Cars,,386
4807044,Sedgewick,2008,Vehicle Registrations,Cars,,396
4807044,Sedgewick,2009,Vehicle Registrations,Cars,,341
4807044,Sedgewick,2010,Vehicle Registrations,Cars,,341
4807044,Sedgewick,2011,Vehicle Registrations,Cars,,331
4807044,Sedgewick,2012,Vehicle Registrations,Cars,,325
4807044,Sedgewick,2013,Vehicle Registrations,Cars,,311
4807044,Sedgewick,2014,Vehicle Registrations,Cars,,288
4807044,Sedgewick,2015,Vehicle Registrations,Cars,,283
4807044,Sedgewick,2016,Vehicle Registrations,Cars,,268
4807044,Sedgewick,2017,Vehicle Registrations,Cars,,268
4807044,Sedgewick,2018,Vehicle Registrations,Cars,,248
4807044,Sedgewick,2019,Vehicle Registrations,Cars,,228
4807044,Sedgewick,2020,Vehicle Registrations,Cars,,231
4807044,Sedgewick,2021,Vehicle Registrations,Cars,,220
4807046,Lougheed,2005,Vehicle Registrations,Cars,,149
4807046,Lougheed,2006,Vehicle Registrations,Cars,,157
4807046,Lougheed,2007,Vehicle Registrations,Cars,,155
4807046,Lougheed,2008,Vehicle Registrations,Cars,,155
4807046,Lougheed,2009,Vehicle Registrations,Cars,,130
4807046,Lougheed,2010,Vehicle Registrations,Cars,,130
4807046,Lougheed,2011,Vehicle Registrations,Cars,,125
4807046,Lougheed,2012,Vehicle Registrations,Cars,,113
4807046,Lougheed,2013,Vehicle Registrations,Cars,,117
4807046,Lougheed,2014,Vehicle Registrations,Cars,,116
4807046,Lougheed,2015,Vehicle Registrations,Cars,,95
4807046,Lougheed,2016,Vehicle Registrations,Cars,,107
4807046,Lougheed,2017,Vehicle Registrations,Cars,,104
4807046,Lougheed,2018,Vehicle Registrations,Cars,,99
4807046,Lougheed,2019,Vehicle Registrations,Cars,,89
4807046,Lougheed,2020,Vehicle Registrations,Cars,,87
4807046,Lougheed,2021,Vehicle Registrations,Cars,,78
4808011,Red Deer,2005,Vehicle Registrations,Cars,,29451
4808011,Red Deer,2006,Vehicle Registrations,Cars,,30201
4808011,Red Deer,2007,Vehicle Registrations,Cars,,31178
4808011,Red Deer,2008,Vehicle Registrations,Cars,,31524
4808011,Red Deer,2009,Vehicle Registrations,Cars,,30511
4808011,Red Deer,2010,Vehicle Registrations,Cars,,30511
4808011,Red Deer,2011,Vehicle Registrations,Cars,,30572
4808011,Red Deer,2012,Vehicle Registrations,Cars,,30432
4808011,Red Deer,2013,Vehicle Registrations,Cars,,30087
4808011,Red Deer,2014,Vehicle Registrations,Cars,,29901
4808011,Red Deer,2015,Vehicle Registrations,Cars,,28700
4808011,Red Deer,2016,Vehicle Registrations,Cars,,26656
4808011,Red Deer,2017,Vehicle Registrations,Cars,,25387
4808011,Red Deer,2018,Vehicle Registrations,Cars,,24995
4808011,Red Deer,2019,Vehicle Registrations,Cars,,23816
4808011,Red Deer,2020,Vehicle Registrations,Cars,,23202
4808011,Red Deer,2021,Vehicle Registrations,Cars,,22436
4805018,Strathmore,2005,Vehicle Registrations,Cars,,4396
4805018,Strathmore,2006,Vehicle Registrations,Cars,,4703
4805018,Strathmore,2007,Vehicle Registrations,Cars,,5057
4805018,Strathmore,2008,Vehicle Registrations,Cars,,5053
4805018,Strathmore,2009,Vehicle Registrations,Cars,,4866
4805018,Strathmore,2010,Vehicle Registrations,Cars,,4866
4805018,Strathmore,2011,Vehicle Registrations,Cars,,4909
4805018,Strathmore,2012,Vehicle Registrations,Cars,,4996
4805018,Strathmore,2013,Vehicle Registrations,Cars,,4936
4805018,Strathmore,2014,Vehicle Registrations,Cars,,4952
4805018,Strathmore,2015,Vehicle Registrations,Cars,,4867
4805018,Strathmore,2016,Vehicle Registrations,Cars,,4717
4805018,Strathmore,2017,Vehicle Registrations,Cars,,4507
4805018,Strathmore,2018,Vehicle Registrations,Cars,,4426
4805018,Strathmore,2019,Vehicle Registrations,Cars,,4320
4805018,Strathmore,2020,Vehicle Registrations,Cars,,4173
4805018,Strathmore,2021,Vehicle Registrations,Cars,,3484
4805019,Hussar,2005,Vehicle Registrations,Cars,,126
4805019,Hussar,2006,Vehicle Registrations,Cars,,129
4805019,Hussar,2007,Vehicle Registrations,Cars,,133
4805019,Hussar,2008,Vehicle Registrations,Cars,,146
4805019,Hussar,2009,Vehicle Registrations,Cars,,140
4805019,Hussar,2010,Vehicle Registrations,Cars,,140
4805019,Hussar,2011,Vehicle Registrations,Cars,,131
4805019,Hussar,2012,Vehicle Registrations,Cars,,125
4805019,Hussar,2013,Vehicle Registrations,Cars,,121
4805019,Hussar,2014,Vehicle Registrations,Cars,,121
4805019,Hussar,2015,Vehicle Registrations,Cars,,123
4805019,Hussar,2016,Vehicle Registrations,Cars,,129
4805019,Hussar,2017,Vehicle Registrations,Cars,,119
4805019,Hussar,2018,Vehicle Registrations,Cars,,106
4805019,Hussar,2019,Vehicle Registrations,Cars,,95
4805019,Hussar,2020,Vehicle Registrations,Cars,,90
4805019,Hussar,2021,Vehicle Registrations,Cars,,97
4805021,Standard,2005,Vehicle Registrations,Cars,,279
4805021,Standard,2006,Vehicle Registrations,Cars,,294
4805021,Standard,2007,Vehicle Registrations,Cars,,301
4805021,Standard,2008,Vehicle Registrations,Cars,,297
4805021,Standard,2009,Vehicle Registrations,Cars,,253
4805021,Standard,2010,Vehicle Registrations,Cars,,253
4805021,Standard,2011,Vehicle Registrations,Cars,,245
4805021,Standard,2012,Vehicle Registrations,Cars,,238
4805021,Standard,2013,Vehicle Registrations,Cars,,232
4805021,Standard,2014,Vehicle Registrations,Cars,,228
4805021,Standard,2015,Vehicle Registrations,Cars,,215
4805021,Standard,2016,Vehicle Registrations,Cars,,215
4805021,Standard,2017,Vehicle Registrations,Cars,,200
4805021,Standard,2018,Vehicle Registrations,Cars,,208
4805021,Standard,2019,Vehicle Registrations,Cars,,196
4805021,Standard,2020,Vehicle Registrations,Cars,,192
4805021,Standard,2021,Vehicle Registrations,Cars,,189
4805022,Rockyford,2005,Vehicle Registrations,Cars,,233
4805022,Rockyford,2006,Vehicle Registrations,Cars,,250
4805022,Rockyford,2007,Vehicle Registrations,Cars,,250
4805022,Rockyford,2008,Vehicle Registrations,Cars,,259
4805022,Rockyford,2009,Vehicle Registrations,Cars,,247
4805022,Rockyford,2010,Vehicle Registrations,Cars,,247
4805022,Rockyford,2011,Vehicle Registrations,Cars,,229
4805022,Rockyford,2012,Vehicle Registrations,Cars,,226
4805022,Rockyford,2013,Vehicle Registrations,Cars,,217
4805022,Rockyford,2014,Vehicle Registrations,Cars,,218
4805022,Rockyford,2015,Vehicle Registrations,Cars,,224
4805022,Rockyford,2016,Vehicle Registrations,Cars,,210
4805022,Rockyford,2017,Vehicle Registrations,Cars,,205
4805022,Rockyford,2018,Vehicle Registrations,Cars,,188
4805022,Rockyford,2019,Vehicle Registrations,Cars,,169
4805022,Rockyford,2020,Vehicle Registrations,Cars,,156
4805022,Rockyford,2021,Vehicle Registrations,Cars,,161
4805026,Drumheller,2005,Vehicle Registrations,Cars,,2713
4805026,Drumheller,2006,Vehicle Registrations,Cars,,2735
4805026,Drumheller,2007,Vehicle Registrations,Cars,,2792
4805026,Drumheller,2008,Vehicle Registrations,Cars,,2785
4805026,Drumheller,2009,Vehicle Registrations,Cars,,2656
4805026,Drumheller,2010,Vehicle Registrations,Cars,,2656
4805026,Drumheller,2011,Vehicle Registrations,Cars,,2601
4805026,Drumheller,2012,Vehicle Registrations,Cars,,2477
4805026,Drumheller,2013,Vehicle Registrations,Cars,,2419
4805026,Drumheller,2014,Vehicle Registrations,Cars,,2348
4805026,Drumheller,2015,Vehicle Registrations,Cars,,2264
4805026,Drumheller,2016,Vehicle Registrations,Cars,,2170
4805026,Drumheller,2017,Vehicle Registrations,Cars,,2010
4805026,Drumheller,2018,Vehicle Registrations,Cars,,2028
4805026,Drumheller,2019,Vehicle Registrations,Cars,,1886
4805026,Drumheller,2020,Vehicle Registrations,Cars,,1814
4805026,Drumheller,2021,Vehicle Registrations,Cars,,1753
4805031,Starland County,2005,Vehicle Registrations,Cars,,176
4805031,Starland County,2006,Vehicle Registrations,Cars,,174
4805031,Starland County,2007,Vehicle Registrations,Cars,,172
4805031,Starland County,2008,Vehicle Registrations,Cars,,187
4805031,Starland County,2009,Vehicle Registrations,Cars,,139
4805031,Starland County,2010,Vehicle Registrations,Cars,,139
4805031,Starland County,2011,Vehicle Registrations,Cars,,157
4805031,Starland County,2012,Vehicle Registrations,Cars,,145
4805031,Starland County,2013,Vehicle Registrations,Cars,,142
4805031,Starland County,2014,Vehicle Registrations,Cars,,145
4805031,Starland County,2015,Vehicle Registrations,Cars,,129
4805031,Starland County,2016,Vehicle Registrations,Cars,,121
4805031,Starland County,2017,Vehicle Registrations,Cars,,121
4805031,Starland County,2018,Vehicle Registrations,Cars,,115
4805031,Starland County,2019,Vehicle Registrations,Cars,,106
4805031,Starland County,2020,Vehicle Registrations,Cars,,107
4805031,Starland County,2021,Vehicle Registrations,Cars,,108
4805034,Delia,2005,Vehicle Registrations,Cars,,163
4805034,Delia,2006,Vehicle Registrations,Cars,,183
4805034,Delia,2007,Vehicle Registrations,Cars,,180
4805034,Delia,2008,Vehicle Registrations,Cars,,172
4805034,Delia,2009,Vehicle Registrations,Cars,,156
4805034,Delia,2010,Vehicle Registrations,Cars,,156
4805034,Delia,2011,Vehicle Registrations,Cars,,157
4805034,Delia,2012,Vehicle Registrations,Cars,,153
4805034,Delia,2013,Vehicle Registrations,Cars,,148
4805034,Delia,2014,Vehicle Registrations,Cars,,130
4805034,Delia,2015,Vehicle Registrations,Cars,,130
4805034,Delia,2016,Vehicle Registrations,Cars,,120
4805034,Delia,2017,Vehicle Registrations,Cars,,113
4805034,Delia,2018,Vehicle Registrations,Cars,,123
4805034,Delia,2019,Vehicle Registrations,Cars,,130
4805034,Delia,2020,Vehicle Registrations,Cars,,116
4805034,Delia,2021,Vehicle Registrations,Cars,,113
4805036,Munson,2005,Vehicle Registrations,Cars,,95
4805036,Munson,2006,Vehicle Registrations,Cars,,85
4805036,Munson,2007,Vehicle Registrations,Cars,,83
4805036,Munson,2008,Vehicle Registrations,Cars,,84
4805036,Munson,2009,Vehicle Registrations,Cars,,78
4805036,Munson,2010,Vehicle Registrations,Cars,,78
4805036,Munson,2011,Vehicle Registrations,Cars,,73
4805036,Munson,2012,Vehicle Registrations,Cars,,78
4805036,Munson,2013,Vehicle Registrations,Cars,,68
4805036,Munson,2014,Vehicle Registrations,Cars,,69
4805036,Munson,2015,Vehicle Registrations,Cars,,60
4805036,Munson,2016,Vehicle Registrations,Cars,,56
4805036,Munson,2017,Vehicle Registrations,Cars,,58
4805036,Munson,2018,Vehicle Registrations,Cars,,60
4805036,Munson,2019,Vehicle Registrations,Cars,,58
4805036,Munson,2020,Vehicle Registrations,Cars,,58
4805036,Munson,2021,Vehicle Registrations,Cars,,55
4805038,Morrin,2005,Vehicle Registrations,Cars,,158
4805038,Morrin,2006,Vehicle Registrations,Cars,,171
4805038,Morrin,2007,Vehicle Registrations,Cars,,166
4805038,Morrin,2008,Vehicle Registrations,Cars,,167
4805038,Morrin,2009,Vehicle Registrations,Cars,,134
4805038,Morrin,2010,Vehicle Registrations,Cars,,134
4805038,Morrin,2011,Vehicle Registrations,Cars,,120
4805038,Morrin,2012,Vehicle Registrations,Cars,,114
4805038,Morrin,2013,Vehicle Registrations,Cars,,109
4805038,Morrin,2014,Vehicle Registrations,Cars,,107
4805038,Morrin,2015,Vehicle Registrations,Cars,,105
4805038,Morrin,2016,Vehicle Registrations,Cars,,100
4805038,Morrin,2017,Vehicle Registrations,Cars,,102
4805038,Morrin,2018,Vehicle Registrations,Cars,,92
4805038,Morrin,2019,Vehicle Registrations,Cars,,96
4805038,Morrin,2020,Vehicle Registrations,Cars,,78
4805038,Morrin,2021,Vehicle Registrations,Cars,,80
4805041,Kneehill County,2005,Vehicle Registrations,Cars,,326
4805041,Kneehill County,2006,Vehicle Registrations,Cars,,323
4805041,Kneehill County,2007,Vehicle Registrations,Cars,,329
4805041,Kneehill County,2008,Vehicle Registrations,Cars,,322
4805041,Kneehill County,2009,Vehicle Registrations,Cars,,292
4805041,Kneehill County,2010,Vehicle Registrations,Cars,,292
4805041,Kneehill County,2011,Vehicle Registrations,Cars,,276
4805041,Kneehill County,2012,Vehicle Registrations,Cars,,256
4805041,Kneehill County,2013,Vehicle Registrations,Cars,,264
4805041,Kneehill County,2014,Vehicle Registrations,Cars,,265
4805041,Kneehill County,2015,Vehicle Registrations,Cars,,259
4805041,Kneehill County,2016,Vehicle Registrations,Cars,,248
4805041,Kneehill County,2017,Vehicle Registrations,Cars,,254
4805041,Kneehill County,2018,Vehicle Registrations,Cars,,261
4805041,Kneehill County,2019,Vehicle Registrations,Cars,,232
4805041,Kneehill County,2020,Vehicle Registrations,Cars,,243
4805041,Kneehill County,2021,Vehicle Registrations,Cars,,222
4805042,Carbon,2005,Vehicle Registrations,Cars,,264
4805042,Carbon,2006,Vehicle Registrations,Cars,,278
4805042,Carbon,2007,Vehicle Registrations,Cars,,286
4805042,Carbon,2008,Vehicle Registrations,Cars,,288
4805042,Carbon,2009,Vehicle Registrations,Cars,,270
4805042,Carbon,2010,Vehicle Registrations,Cars,,270
4805042,Carbon,2011,Vehicle Registrations,Cars,,254
4805042,Carbon,2012,Vehicle Registrations,Cars,,251
4805042,Carbon,2013,Vehicle Registrations,Cars,,229
4805042,Carbon,2014,Vehicle Registrations,Cars,,227
4805042,Carbon,2015,Vehicle Registrations,Cars,,208
4805042,Carbon,2016,Vehicle Registrations,Cars,,200
4805042,Carbon,2017,Vehicle Registrations,Cars,,198
4805042,Carbon,2018,Vehicle Registrations,Cars,,207
4805042,Carbon,2019,Vehicle Registrations,Cars,,189
4805042,Carbon,2020,Vehicle Registrations,Cars,,189
4805042,Carbon,2021,Vehicle Registrations,Cars,,187
4808012,Sylvan Lake,2005,Vehicle Registrations,Cars,,3228
4808012,Sylvan Lake,2006,Vehicle Registrations,Cars,,3477
4808012,Sylvan Lake,2007,Vehicle Registrations,Cars,,3603
4808012,Sylvan Lake,2008,Vehicle Registrations,Cars,,3658
4808012,Sylvan Lake,2009,Vehicle Registrations,Cars,,3670
4808012,Sylvan Lake,2010,Vehicle Registrations,Cars,,3670
4808012,Sylvan Lake,2011,Vehicle Registrations,Cars,,3720
4808012,Sylvan Lake,2012,Vehicle Registrations,Cars,,3894
4808012,Sylvan Lake,2013,Vehicle Registrations,Cars,,3882
4808012,Sylvan Lake,2014,Vehicle Registrations,Cars,,3858
4808012,Sylvan Lake,2015,Vehicle Registrations,Cars,,3938
4808012,Sylvan Lake,2016,Vehicle Registrations,Cars,,3668
4808012,Sylvan Lake,2017,Vehicle Registrations,Cars,,3566
4808012,Sylvan Lake,2018,Vehicle Registrations,Cars,,3608
4808012,Sylvan Lake,2019,Vehicle Registrations,Cars,,3397
4808012,Sylvan Lake,2020,Vehicle Registrations,Cars,,3458
4808012,Sylvan Lake,2021,Vehicle Registrations,Cars,,3335
4808013,Norglenwold,2005,Vehicle Registrations,Cars,,109
4808013,Norglenwold,2006,Vehicle Registrations,Cars,,115
4808013,Norglenwold,2007,Vehicle Registrations,Cars,,113
4808013,Norglenwold,2008,Vehicle Registrations,Cars,,113
4808013,Norglenwold,2009,Vehicle Registrations,Cars,,108
4808013,Norglenwold,2010,Vehicle Registrations,Cars,,108
4808013,Norglenwold,2011,Vehicle Registrations,Cars,,112
4808013,Norglenwold,2012,Vehicle Registrations,Cars,,98
4808013,Norglenwold,2013,Vehicle Registrations,Cars,,103
4808013,Norglenwold,2014,Vehicle Registrations,Cars,,116
4808013,Norglenwold,2015,Vehicle Registrations,Cars,,110
4808013,Norglenwold,2016,Vehicle Registrations,Cars,,114
4808013,Norglenwold,2017,Vehicle Registrations,Cars,,111
4808013,Norglenwold,2018,Vehicle Registrations,Cars,,104
4808013,Norglenwold,2019,Vehicle Registrations,Cars,,98
4808013,Norglenwold,2020,Vehicle Registrations,Cars,,94
4808013,Norglenwold,2021,Vehicle Registrations,Cars,,85
4801009,Foremost,2005,Vehicle Registrations,Cars,,236
4801009,Foremost,2006,Vehicle Registrations,Cars,,235
4801009,Foremost,2007,Vehicle Registrations,Cars,,248
4801009,Foremost,2008,Vehicle Registrations,Cars,,256
4801009,Foremost,2009,Vehicle Registrations,Cars,,248
4801009,Foremost,2010,Vehicle Registrations,Cars,,248
4801009,Foremost,2011,Vehicle Registrations,Cars,,250
4801009,Foremost,2012,Vehicle Registrations,Cars,,234
4801009,Foremost,2013,Vehicle Registrations,Cars,,215
4801009,Foremost,2014,Vehicle Registrations,Cars,,215
4801009,Foremost,2015,Vehicle Registrations,Cars,,199
4801009,Foremost,2016,Vehicle Registrations,Cars,,185
4801009,Foremost,2017,Vehicle Registrations,Cars,,186
4801009,Foremost,2018,Vehicle Registrations,Cars,,177
4801009,Foremost,2019,Vehicle Registrations,Cars,,172
4801009,Foremost,2020,Vehicle Registrations,Cars,,175
4801009,Foremost,2021,Vehicle Registrations,Cars,,151
4801014,Bow Island,2005,Vehicle Registrations,Cars,,709
4801014,Bow Island,2006,Vehicle Registrations,Cars,,747
4801014,Bow Island,2007,Vehicle Registrations,Cars,,757
4801014,Bow Island,2008,Vehicle Registrations,Cars,,780
4801014,Bow Island,2009,Vehicle Registrations,Cars,,725
4801014,Bow Island,2010,Vehicle Registrations,Cars,,725
4801014,Bow Island,2011,Vehicle Registrations,Cars,,699
4801014,Bow Island,2012,Vehicle Registrations,Cars,,690
4801014,Bow Island,2013,Vehicle Registrations,Cars,,689
4801014,Bow Island,2014,Vehicle Registrations,Cars,,712
4801014,Bow Island,2015,Vehicle Registrations,Cars,,669
4801014,Bow Island,2016,Vehicle Registrations,Cars,,636
4801014,Bow Island,2017,Vehicle Registrations,Cars,,604
4801014,Bow Island,2018,Vehicle Registrations,Cars,,603
4801014,Bow Island,2019,Vehicle Registrations,Cars,,587
4801014,Bow Island,2020,Vehicle Registrations,Cars,,558
4801014,Bow Island,2021,Vehicle Registrations,Cars,,553
4801018,Redcliff,2005,Vehicle Registrations,Cars,,1871
4801018,Redcliff,2006,Vehicle Registrations,Cars,,1883
4801018,Redcliff,2007,Vehicle Registrations,Cars,,1924
4801018,Redcliff,2008,Vehicle Registrations,Cars,,1974
4801018,Redcliff,2009,Vehicle Registrations,Cars,,1828
4801018,Redcliff,2010,Vehicle Registrations,Cars,,1828
4801018,Redcliff,2011,Vehicle Registrations,Cars,,1793
4801018,Redcliff,2012,Vehicle Registrations,Cars,,1791
4801018,Redcliff,2013,Vehicle Registrations,Cars,,1785
4801018,Redcliff,2014,Vehicle Registrations,Cars,,1743
4801018,Redcliff,2015,Vehicle Registrations,Cars,,1702
4801018,Redcliff,2016,Vehicle Registrations,Cars,,1657
4801018,Redcliff,2017,Vehicle Registrations,Cars,,1652
4801018,Redcliff,2018,Vehicle Registrations,Cars,,1608
4801018,Redcliff,2019,Vehicle Registrations,Cars,,1553
4801018,Redcliff,2020,Vehicle Registrations,Cars,,1518
4801018,Redcliff,2021,Vehicle Registrations,Cars,,1440
4802001,Warner County No. 5,2005,Vehicle Registrations,Cars,,99
4802001,Warner County No. 5,2006,Vehicle Registrations,Cars,,110
4802001,Warner County No. 5,2007,Vehicle Registrations,Cars,,117
4802001,Warner County No. 5,2008,Vehicle Registrations,Cars,,119
4802001,Warner County No. 5,2009,Vehicle Registrations,Cars,,111
4802001,Warner County No. 5,2010,Vehicle Registrations,Cars,,111
4802001,Warner County No. 5,2011,Vehicle Registrations,Cars,,115
4802001,Warner County No. 5,2012,Vehicle Registrations,Cars,,108
4802001,Warner County No. 5,2013,Vehicle Registrations,Cars,,116
4802001,Warner County No. 5,2014,Vehicle Registrations,Cars,,121
4802001,Warner County No. 5,2015,Vehicle Registrations,Cars,,122
4802001,Warner County No. 5,2016,Vehicle Registrations,Cars,,103
4802001,Warner County No. 5,2017,Vehicle Registrations,Cars,,100
4802001,Warner County No. 5,2018,Vehicle Registrations,Cars,,107
4802001,Warner County No. 5,2019,Vehicle Registrations,Cars,,99
4802001,Warner County No. 5,2020,Vehicle Registrations,Cars,,101
4802001,Warner County No. 5,2021,Vehicle Registrations,Cars,,94
4802002,Coutts,2005,Vehicle Registrations,Cars,,141
4802002,Coutts,2006,Vehicle Registrations,Cars,,138
4802002,Coutts,2007,Vehicle Registrations,Cars,,138
4802002,Coutts,2008,Vehicle Registrations,Cars,,145
4802002,Coutts,2009,Vehicle Registrations,Cars,,132
4802002,Coutts,2010,Vehicle Registrations,Cars,,132
4802002,Coutts,2011,Vehicle Registrations,Cars,,133
4802002,Coutts,2012,Vehicle Registrations,Cars,,130
4802002,Coutts,2013,Vehicle Registrations,Cars,,127
4802002,Coutts,2014,Vehicle Registrations,Cars,,120
4802002,Coutts,2015,Vehicle Registrations,Cars,,115
4802002,Coutts,2016,Vehicle Registrations,Cars,,105
4802002,Coutts,2017,Vehicle Registrations,Cars,,111
4802002,Coutts,2018,Vehicle Registrations,Cars,,108
4802002,Coutts,2019,Vehicle Registrations,Cars,,89
4802002,Coutts,2020,Vehicle Registrations,Cars,,85
4802002,Coutts,2021,Vehicle Registrations,Cars,,84
4802004,Milk River,2005,Vehicle Registrations,Cars,,448
4802004,Milk River,2006,Vehicle Registrations,Cars,,461
4802004,Milk River,2007,Vehicle Registrations,Cars,,464
4802004,Milk River,2008,Vehicle Registrations,Cars,,456
4802004,Milk River,2009,Vehicle Registrations,Cars,,422
4802004,Milk River,2010,Vehicle Registrations,Cars,,422
4802004,Milk River,2011,Vehicle Registrations,Cars,,415
4802004,Milk River,2012,Vehicle Registrations,Cars,,393
4802004,Milk River,2013,Vehicle Registrations,Cars,,385
4802004,Milk River,2014,Vehicle Registrations,Cars,,372
4802004,Milk River,2015,Vehicle Registrations,Cars,,372
4802004,Milk River,2016,Vehicle Registrations,Cars,,342
4802004,Milk River,2017,Vehicle Registrations,Cars,,313
4802004,Milk River,2018,Vehicle Registrations,Cars,,296
4802004,Milk River,2019,Vehicle Registrations,Cars,,275
4802004,Milk River,2020,Vehicle Registrations,Cars,,258
4802004,Milk River,2021,Vehicle Registrations,Cars,,226
4802006,Warner,2005,Vehicle Registrations,Cars,,214
4802006,Warner,2006,Vehicle Registrations,Cars,,218
4802006,Warner,2007,Vehicle Registrations,Cars,,210
4802006,Warner,2008,Vehicle Registrations,Cars,,217
4802006,Warner,2009,Vehicle Registrations,Cars,,168
4802006,Warner,2010,Vehicle Registrations,Cars,,168
4802006,Warner,2011,Vehicle Registrations,Cars,,161
4802006,Warner,2012,Vehicle Registrations,Cars,,166
4802006,Warner,2013,Vehicle Registrations,Cars,,166
4802006,Warner,2014,Vehicle Registrations,Cars,,153
4802006,Warner,2015,Vehicle Registrations,Cars,,168
4802006,Warner,2016,Vehicle Registrations,Cars,,149
4802006,Warner,2017,Vehicle Registrations,Cars,,142
4802006,Warner,2018,Vehicle Registrations,Cars,,150
4802006,Warner,2019,Vehicle Registrations,Cars,,127
4802006,Warner,2020,Vehicle Registrations,Cars,,143
4802006,Warner,2021,Vehicle Registrations,Cars,,127
4807048,Hardisty,2005,Vehicle Registrations,Cars,,294
4807048,Hardisty,2006,Vehicle Registrations,Cars,,281
4807048,Hardisty,2007,Vehicle Registrations,Cars,,297
4807048,Hardisty,2008,Vehicle Registrations,Cars,,301
4807048,Hardisty,2009,Vehicle Registrations,Cars,,290
4807048,Hardisty,2010,Vehicle Registrations,Cars,,290
4807048,Hardisty,2011,Vehicle Registrations,Cars,,274
4807048,Hardisty,2012,Vehicle Registrations,Cars,,261
4807048,Hardisty,2013,Vehicle Registrations,Cars,,225
4807048,Hardisty,2014,Vehicle Registrations,Cars,,226
4807048,Hardisty,2015,Vehicle Registrations,Cars,,240
4807048,Hardisty,2016,Vehicle Registrations,Cars,,220
4807048,Hardisty,2017,Vehicle Registrations,Cars,,209
4807048,Hardisty,2018,Vehicle Registrations,Cars,,218
4807048,Hardisty,2019,Vehicle Registrations,Cars,,186
4807048,Hardisty,2020,Vehicle Registrations,Cars,,182
4807048,Hardisty,2021,Vehicle Registrations,Cars,,175
4807049,Wainwright No. 61,2005,Vehicle Registrations,Cars,,114
4807049,Wainwright No. 61,2006,Vehicle Registrations,Cars,,134
4807049,Wainwright No. 61,2007,Vehicle Registrations,Cars,,169
4807049,Wainwright No. 61,2008,Vehicle Registrations,Cars,,192
4807049,Wainwright No. 61,2009,Vehicle Registrations,Cars,,159
4807049,Wainwright No. 61,2010,Vehicle Registrations,Cars,,159
4807049,Wainwright No. 61,2011,Vehicle Registrations,Cars,,138
4807049,Wainwright No. 61,2012,Vehicle Registrations,Cars,,123
4807049,Wainwright No. 61,2013,Vehicle Registrations,Cars,,129
4807049,Wainwright No. 61,2014,Vehicle Registrations,Cars,,125
4807049,Wainwright No. 61,2015,Vehicle Registrations,Cars,,117
4807049,Wainwright No. 61,2016,Vehicle Registrations,Cars,,116
4807049,Wainwright No. 61,2017,Vehicle Registrations,Cars,,112
4807049,Wainwright No. 61,2018,Vehicle Registrations,Cars,,106
4807049,Wainwright No. 61,2019,Vehicle Registrations,Cars,,102
4807049,Wainwright No. 61,2020,Vehicle Registrations,Cars,,101
4807049,Wainwright No. 61,2021,Vehicle Registrations,Cars,,93
4807051,Chauvin,2005,Vehicle Registrations,Cars,,164
4807051,Chauvin,2006,Vehicle Registrations,Cars,,172
4807051,Chauvin,2007,Vehicle Registrations,Cars,,165
4807051,Chauvin,2008,Vehicle Registrations,Cars,,157
4807051,Chauvin,2009,Vehicle Registrations,Cars,,151
4807051,Chauvin,2010,Vehicle Registrations,Cars,,151
4807051,Chauvin,2011,Vehicle Registrations,Cars,,152
4807051,Chauvin,2012,Vehicle Registrations,Cars,,132
4807051,Chauvin,2013,Vehicle Registrations,Cars,,128
4807051,Chauvin,2014,Vehicle Registrations,Cars,,120
4807051,Chauvin,2015,Vehicle Registrations,Cars,,113
4807051,Chauvin,2016,Vehicle Registrations,Cars,,111
4807051,Chauvin,2017,Vehicle Registrations,Cars,,98
4807051,Chauvin,2018,Vehicle Registrations,Cars,,97
4807051,Chauvin,2019,Vehicle Registrations,Cars,,103
4807051,Chauvin,2020,Vehicle Registrations,Cars,,104
4807051,Chauvin,2021,Vehicle Registrations,Cars,,100
4807052,Edgerton,2005,Vehicle Registrations,Cars,,231
4807052,Edgerton,2006,Vehicle Registrations,Cars,,242
4807052,Edgerton,2007,Vehicle Registrations,Cars,,235
4807052,Edgerton,2008,Vehicle Registrations,Cars,,228
4807052,Edgerton,2009,Vehicle Registrations,Cars,,202
4807052,Edgerton,2010,Vehicle Registrations,Cars,,202
4807052,Edgerton,2011,Vehicle Registrations,Cars,,195
4807052,Edgerton,2012,Vehicle Registrations,Cars,,189
4807052,Edgerton,2013,Vehicle Registrations,Cars,,184
4807052,Edgerton,2014,Vehicle Registrations,Cars,,161
4807052,Edgerton,2015,Vehicle Registrations,Cars,,151
4807052,Edgerton,2016,Vehicle Registrations,Cars,,144
4807052,Edgerton,2017,Vehicle Registrations,Cars,,153
4807052,Edgerton,2018,Vehicle Registrations,Cars,,151
4807052,Edgerton,2019,Vehicle Registrations,Cars,,132
4807052,Edgerton,2020,Vehicle Registrations,Cars,,125
4807052,Edgerton,2021,Vehicle Registrations,Cars,,135
4807054,Wainwright,2005,Vehicle Registrations,Cars,,1873
4807054,Wainwright,2006,Vehicle Registrations,Cars,,1942
4807054,Wainwright,2007,Vehicle Registrations,Cars,,1962
4807054,Wainwright,2008,Vehicle Registrations,Cars,,1938
