CSDUID,CSD,Period,IndicatorSummaryDescription,Vehicle Type,UnitOfMeasure,OriginalValue
4809010,Caroline,2021,Vehicle Registrations,Mopeds & Motorcycles,,148
4810022,Viking,2005,Vehicle Registrations,Mopeds & Motorcycles,,28
4810022,Viking,2006,Vehicle Registrations,Mopeds & Motorcycles,,40
4810022,Viking,2007,Vehicle Registrations,Mopeds & Motorcycles,,46
4810022,Viking,2008,Vehicle Registrations,Mopeds & Motorcycles,,48
4810022,Viking,2009,Vehicle Registrations,Mopeds & Motorcycles,,41
4810022,Viking,2010,Vehicle Registrations,Mopeds & Motorcycles,,41
4810022,Viking,2011,Vehicle Registrations,Mopeds & Motorcycles,,48
4810022,Viking,2012,Vehicle Registrations,Mopeds & Motorcycles,,43
4810022,Viking,2013,Vehicle Registrations,Mopeds & Motorcycles,,58
4810022,Viking,2014,Vehicle Registrations,Mopeds & Motorcycles,,59
4810022,Viking,2015,Vehicle Registrations,Mopeds & Motorcycles,,59
4810022,Viking,2016,Vehicle Registrations,Mopeds & Motorcycles,,47
4810022,Viking,2017,Vehicle Registrations,Mopeds & Motorcycles,,48
4810022,Viking,2018,Vehicle Registrations,Mopeds & Motorcycles,,64
4810022,Viking,2019,Vehicle Registrations,Mopeds & Motorcycles,,55
4810022,Viking,2020,Vehicle Registrations,Mopeds & Motorcycles,,67
4810022,Viking,2021,Vehicle Registrations,Mopeds & Motorcycles,,66
4810026,Minburn County No. 27,2005,Vehicle Registrations,Mopeds & Motorcycles,,6
4810026,Minburn County No. 27,2006,Vehicle Registrations,Mopeds & Motorcycles,,6
4810026,Minburn County No. 27,2007,Vehicle Registrations,Mopeds & Motorcycles,,9
4810026,Minburn County No. 27,2008,Vehicle Registrations,Mopeds & Motorcycles,,13
4810026,Minburn County No. 27,2009,Vehicle Registrations,Mopeds & Motorcycles,,9
4810026,Minburn County No. 27,2010,Vehicle Registrations,Mopeds & Motorcycles,,9
4810026,Minburn County No. 27,2011,Vehicle Registrations,Mopeds & Motorcycles,,17
4810026,Minburn County No. 27,2012,Vehicle Registrations,Mopeds & Motorcycles,,21
4810026,Minburn County No. 27,2013,Vehicle Registrations,Mopeds & Motorcycles,,19
4810026,Minburn County No. 27,2014,Vehicle Registrations,Mopeds & Motorcycles,,16
4810026,Minburn County No. 27,2015,Vehicle Registrations,Mopeds & Motorcycles,,16
4810026,Minburn County No. 27,2016,Vehicle Registrations,Mopeds & Motorcycles,,10
4810026,Minburn County No. 27,2017,Vehicle Registrations,Mopeds & Motorcycles,,7
4810026,Minburn County No. 27,2018,Vehicle Registrations,Mopeds & Motorcycles,,13
4810026,Minburn County No. 27,2019,Vehicle Registrations,Mopeds & Motorcycles,,17
4810026,Minburn County No. 27,2020,Vehicle Registrations,Mopeds & Motorcycles,,24
4810026,Minburn County No. 27,2021,Vehicle Registrations,Mopeds & Motorcycles,,26
4810028,Vegreville,2005,Vehicle Registrations,Mopeds & Motorcycles,,89
4810028,Vegreville,2006,Vehicle Registrations,Mopeds & Motorcycles,,96
4810028,Vegreville,2007,Vehicle Registrations,Mopeds & Motorcycles,,125
4810028,Vegreville,2008,Vehicle Registrations,Mopeds & Motorcycles,,128
4810028,Vegreville,2009,Vehicle Registrations,Mopeds & Motorcycles,,154
4810028,Vegreville,2010,Vehicle Registrations,Mopeds & Motorcycles,,154
4810028,Vegreville,2011,Vehicle Registrations,Mopeds & Motorcycles,,178
4810028,Vegreville,2012,Vehicle Registrations,Mopeds & Motorcycles,,159
4810028,Vegreville,2013,Vehicle Registrations,Mopeds & Motorcycles,,180
4810028,Vegreville,2014,Vehicle Registrations,Mopeds & Motorcycles,,187
4810028,Vegreville,2015,Vehicle Registrations,Mopeds & Motorcycles,,210
4810028,Vegreville,2016,Vehicle Registrations,Mopeds & Motorcycles,,190
4810028,Vegreville,2017,Vehicle Registrations,Mopeds & Motorcycles,,162
4810028,Vegreville,2018,Vehicle Registrations,Mopeds & Motorcycles,,215
4810028,Vegreville,2019,Vehicle Registrations,Mopeds & Motorcycles,,182
4810028,Vegreville,2020,Vehicle Registrations,Mopeds & Motorcycles,,247
4810028,Vegreville,2021,Vehicle Registrations,Mopeds & Motorcycles,,218
4813031,Westlock,2005,Vehicle Registrations,Mopeds & Motorcycles,,108
4813031,Westlock,2006,Vehicle Registrations,Mopeds & Motorcycles,,109
4813031,Westlock,2007,Vehicle Registrations,Mopeds & Motorcycles,,141
4813031,Westlock,2008,Vehicle Registrations,Mopeds & Motorcycles,,156
4813031,Westlock,2009,Vehicle Registrations,Mopeds & Motorcycles,,166
4813031,Westlock,2010,Vehicle Registrations,Mopeds & Motorcycles,,166
4813031,Westlock,2011,Vehicle Registrations,Mopeds & Motorcycles,,155
4813031,Westlock,2012,Vehicle Registrations,Mopeds & Motorcycles,,152
4813031,Westlock,2013,Vehicle Registrations,Mopeds & Motorcycles,,184
4813031,Westlock,2014,Vehicle Registrations,Mopeds & Motorcycles,,190
4813031,Westlock,2015,Vehicle Registrations,Mopeds & Motorcycles,,199
4813031,Westlock,2016,Vehicle Registrations,Mopeds & Motorcycles,,181
4813031,Westlock,2017,Vehicle Registrations,Mopeds & Motorcycles,,178
4813031,Westlock,2018,Vehicle Registrations,Mopeds & Motorcycles,,222
4813031,Westlock,2019,Vehicle Registrations,Mopeds & Motorcycles,,223
4813031,Westlock,2020,Vehicle Registrations,Mopeds & Motorcycles,,268
4813031,Westlock,2021,Vehicle Registrations,Mopeds & Motorcycles,,245
4813032,Clyde,2005,Vehicle Registrations,Mopeds & Motorcycles,,20
4813032,Clyde,2006,Vehicle Registrations,Mopeds & Motorcycles,,21
4813032,Clyde,2007,Vehicle Registrations,Mopeds & Motorcycles,,35
4813032,Clyde,2008,Vehicle Registrations,Mopeds & Motorcycles,,25
4813032,Clyde,2009,Vehicle Registrations,Mopeds & Motorcycles,,41
4813032,Clyde,2010,Vehicle Registrations,Mopeds & Motorcycles,,41
4813032,Clyde,2011,Vehicle Registrations,Mopeds & Motorcycles,,29
4813032,Clyde,2012,Vehicle Registrations,Mopeds & Motorcycles,,34
4813032,Clyde,2013,Vehicle Registrations,Mopeds & Motorcycles,,43
4813032,Clyde,2014,Vehicle Registrations,Mopeds & Motorcycles,,38
4813032,Clyde,2015,Vehicle Registrations,Mopeds & Motorcycles,,48
4813032,Clyde,2016,Vehicle Registrations,Mopeds & Motorcycles,,41
4813032,Clyde,2017,Vehicle Registrations,Mopeds & Motorcycles,,33
4813032,Clyde,2018,Vehicle Registrations,Mopeds & Motorcycles,,46
4813032,Clyde,2019,Vehicle Registrations,Mopeds & Motorcycles,,41
4813032,Clyde,2020,Vehicle Registrations,Mopeds & Motorcycles,,57
4813032,Clyde,2021,Vehicle Registrations,Mopeds & Motorcycles,,60
4813012,Alberta Beach,2005,Vehicle Registrations,Mopeds & Motorcycles,,45
4813012,Alberta Beach,2006,Vehicle Registrations,Mopeds & Motorcycles,,50
4813012,Alberta Beach,2007,Vehicle Registrations,Mopeds & Motorcycles,,56
4813012,Alberta Beach,2008,Vehicle Registrations,Mopeds & Motorcycles,,71
4813012,Alberta Beach,2009,Vehicle Registrations,Mopeds & Motorcycles,,78
4813012,Alberta Beach,2010,Vehicle Registrations,Mopeds & Motorcycles,,78
4813012,Alberta Beach,2011,Vehicle Registrations,Mopeds & Motorcycles,,94
4813012,Alberta Beach,2012,Vehicle Registrations,Mopeds & Motorcycles,,91
4813012,Alberta Beach,2013,Vehicle Registrations,Mopeds & Motorcycles,,93
4813012,Alberta Beach,2014,Vehicle Registrations,Mopeds & Motorcycles,,107
4813012,Alberta Beach,2015,Vehicle Registrations,Mopeds & Motorcycles,,99
4813012,Alberta Beach,2016,Vehicle Registrations,Mopeds & Motorcycles,,104
4813012,Alberta Beach,2017,Vehicle Registrations,Mopeds & Motorcycles,,102
4813012,Alberta Beach,2018,Vehicle Registrations,Mopeds & Motorcycles,,112
4813012,Alberta Beach,2019,Vehicle Registrations,Mopeds & Motorcycles,,109
4813012,Alberta Beach,2020,Vehicle Registrations,Mopeds & Motorcycles,,137
4813012,Alberta Beach,2021,Vehicle Registrations,Mopeds & Motorcycles,,125
4813014,Onoway,2005,Vehicle Registrations,Mopeds & Motorcycles,,125
4813014,Onoway,2006,Vehicle Registrations,Mopeds & Motorcycles,,141
4813014,Onoway,2007,Vehicle Registrations,Mopeds & Motorcycles,,180
4813014,Onoway,2008,Vehicle Registrations,Mopeds & Motorcycles,,202
4813014,Onoway,2009,Vehicle Registrations,Mopeds & Motorcycles,,214
4813014,Onoway,2010,Vehicle Registrations,Mopeds & Motorcycles,,214
4813014,Onoway,2011,Vehicle Registrations,Mopeds & Motorcycles,,227
4813014,Onoway,2012,Vehicle Registrations,Mopeds & Motorcycles,,245
4813014,Onoway,2013,Vehicle Registrations,Mopeds & Motorcycles,,289
4813014,Onoway,2014,Vehicle Registrations,Mopeds & Motorcycles,,295
4813014,Onoway,2015,Vehicle Registrations,Mopeds & Motorcycles,,319
4813014,Onoway,2016,Vehicle Registrations,Mopeds & Motorcycles,,266
4813014,Onoway,2017,Vehicle Registrations,Mopeds & Motorcycles,,258
4813014,Onoway,2018,Vehicle Registrations,Mopeds & Motorcycles,,300
4813014,Onoway,2019,Vehicle Registrations,Mopeds & Motorcycles,,279
4813014,Onoway,2020,Vehicle Registrations,Mopeds & Motorcycles,,315
4813014,Onoway,2021,Vehicle Registrations,Mopeds & Motorcycles,,304
4813030,Whitecourt,2005,Vehicle Registrations,Mopeds & Motorcycles,,340
4813030,Whitecourt,2006,Vehicle Registrations,Mopeds & Motorcycles,,334
4813030,Whitecourt,2007,Vehicle Registrations,Mopeds & Motorcycles,,426
4813030,Whitecourt,2008,Vehicle Registrations,Mopeds & Motorcycles,,440
4813030,Whitecourt,2009,Vehicle Registrations,Mopeds & Motorcycles,,422
4813030,Whitecourt,2010,Vehicle Registrations,Mopeds & Motorcycles,,422
4813030,Whitecourt,2011,Vehicle Registrations,Mopeds & Motorcycles,,435
4813030,Whitecourt,2012,Vehicle Registrations,Mopeds & Motorcycles,,442
4813030,Whitecourt,2013,Vehicle Registrations,Mopeds & Motorcycles,,483
4813030,Whitecourt,2014,Vehicle Registrations,Mopeds & Motorcycles,,533
4813030,Whitecourt,2015,Vehicle Registrations,Mopeds & Motorcycles,,602
4813030,Whitecourt,2016,Vehicle Registrations,Mopeds & Motorcycles,,490
4813030,Whitecourt,2017,Vehicle Registrations,Mopeds & Motorcycles,,452
4813030,Whitecourt,2018,Vehicle Registrations,Mopeds & Motorcycles,,593
4813030,Whitecourt,2019,Vehicle Registrations,Mopeds & Motorcycles,,519
4813030,Whitecourt,2020,Vehicle Registrations,Mopeds & Motorcycles,,630
4813030,Whitecourt,2021,Vehicle Registrations,Mopeds & Motorcycles,,599
4810002,Bashaw,2005,Vehicle Registrations,Mopeds & Motorcycles,,33
4810002,Bashaw,2006,Vehicle Registrations,Mopeds & Motorcycles,,44
4810002,Bashaw,2007,Vehicle Registrations,Mopeds & Motorcycles,,50
4810002,Bashaw,2008,Vehicle Registrations,Mopeds & Motorcycles,,56
4810002,Bashaw,2009,Vehicle Registrations,Mopeds & Motorcycles,,67
4810002,Bashaw,2010,Vehicle Registrations,Mopeds & Motorcycles,,67
4810002,Bashaw,2011,Vehicle Registrations,Mopeds & Motorcycles,,66
4810002,Bashaw,2012,Vehicle Registrations,Mopeds & Motorcycles,,65
4810002,Bashaw,2013,Vehicle Registrations,Mopeds & Motorcycles,,62
4810002,Bashaw,2014,Vehicle Registrations,Mopeds & Motorcycles,,84
4810002,Bashaw,2015,Vehicle Registrations,Mopeds & Motorcycles,,72
4810002,Bashaw,2016,Vehicle Registrations,Mopeds & Motorcycles,,63
4810002,Bashaw,2017,Vehicle Registrations,Mopeds & Motorcycles,,66
4810002,Bashaw,2018,Vehicle Registrations,Mopeds & Motorcycles,,90
4810002,Bashaw,2019,Vehicle Registrations,Mopeds & Motorcycles,,86
4810002,Bashaw,2020,Vehicle Registrations,Mopeds & Motorcycles,,104
4810002,Bashaw,2021,Vehicle Registrations,Mopeds & Motorcycles,,104
4810003,Rosalind,2005,Vehicle Registrations,Mopeds & Motorcycles,,4
4810003,Rosalind,2006,Vehicle Registrations,Mopeds & Motorcycles,,5
4810003,Rosalind,2007,Vehicle Registrations,Mopeds & Motorcycles,,9
4810003,Rosalind,2008,Vehicle Registrations,Mopeds & Motorcycles,,10
4810003,Rosalind,2009,Vehicle Registrations,Mopeds & Motorcycles,,18
4810003,Rosalind,2010,Vehicle Registrations,Mopeds & Motorcycles,,18
4810003,Rosalind,2011,Vehicle Registrations,Mopeds & Motorcycles,,22
4810003,Rosalind,2012,Vehicle Registrations,Mopeds & Motorcycles,,19
4810003,Rosalind,2013,Vehicle Registrations,Mopeds & Motorcycles,,20
4810003,Rosalind,2014,Vehicle Registrations,Mopeds & Motorcycles,,23
4810003,Rosalind,2015,Vehicle Registrations,Mopeds & Motorcycles,,24
4810003,Rosalind,2016,Vehicle Registrations,Mopeds & Motorcycles,,24
4810003,Rosalind,2017,Vehicle Registrations,Mopeds & Motorcycles,,22
4810003,Rosalind,2018,Vehicle Registrations,Mopeds & Motorcycles,,27
4810003,Rosalind,2019,Vehicle Registrations,Mopeds & Motorcycles,,21
4810003,Rosalind,2020,Vehicle Registrations,Mopeds & Motorcycles,,30
4810003,Rosalind,2021,Vehicle Registrations,Mopeds & Motorcycles,,30
4806019,Cochrane,2005,Vehicle Registrations,Mopeds & Motorcycles,,564
4806019,Cochrane,2006,Vehicle Registrations,Mopeds & Motorcycles,,665
4806019,Cochrane,2007,Vehicle Registrations,Mopeds & Motorcycles,,739
4806019,Cochrane,2008,Vehicle Registrations,Mopeds & Motorcycles,,823
4806019,Cochrane,2009,Vehicle Registrations,Mopeds & Motorcycles,,921
4806019,Cochrane,2010,Vehicle Registrations,Mopeds & Motorcycles,,921
4806019,Cochrane,2011,Vehicle Registrations,Mopeds & Motorcycles,,1075
4806019,Cochrane,2012,Vehicle Registrations,Mopeds & Motorcycles,,1168
4806019,Cochrane,2013,Vehicle Registrations,Mopeds & Motorcycles,,1199
4806019,Cochrane,2014,Vehicle Registrations,Mopeds & Motorcycles,,1418
4806019,Cochrane,2015,Vehicle Registrations,Mopeds & Motorcycles,,1572
4806019,Cochrane,2016,Vehicle Registrations,Mopeds & Motorcycles,,1460
4806019,Cochrane,2017,Vehicle Registrations,Mopeds & Motorcycles,,1432
4806019,Cochrane,2018,Vehicle Registrations,Mopeds & Motorcycles,,1590
4806019,Cochrane,2019,Vehicle Registrations,Mopeds & Motorcycles,,1649
4806019,Cochrane,2020,Vehicle Registrations,Mopeds & Motorcycles,,1752
4806019,Cochrane,2021,Vehicle Registrations,Mopeds & Motorcycles,,1648
4806021,Airdrie,2005,Vehicle Registrations,Mopeds & Motorcycles,,862
4806021,Airdrie,2006,Vehicle Registrations,Mopeds & Motorcycles,,1088
4806021,Airdrie,2007,Vehicle Registrations,Mopeds & Motorcycles,,1380
4806021,Airdrie,2008,Vehicle Registrations,Mopeds & Motorcycles,,1542
4806021,Airdrie,2009,Vehicle Registrations,Mopeds & Motorcycles,,1652
4806021,Airdrie,2010,Vehicle Registrations,Mopeds & Motorcycles,,1652
4806021,Airdrie,2011,Vehicle Registrations,Mopeds & Motorcycles,,1847
4806021,Airdrie,2012,Vehicle Registrations,Mopeds & Motorcycles,,1910
4806021,Airdrie,2013,Vehicle Registrations,Mopeds & Motorcycles,,2062
4806021,Airdrie,2014,Vehicle Registrations,Mopeds & Motorcycles,,2398
4806021,Airdrie,2015,Vehicle Registrations,Mopeds & Motorcycles,,2603
4806021,Airdrie,2016,Vehicle Registrations,Mopeds & Motorcycles,,2344
4806021,Airdrie,2017,Vehicle Registrations,Mopeds & Motorcycles,,2237
4806021,Airdrie,2018,Vehicle Registrations,Mopeds & Motorcycles,,2446
4806021,Airdrie,2019,Vehicle Registrations,Mopeds & Motorcycles,,2252
4806021,Airdrie,2020,Vehicle Registrations,Mopeds & Motorcycles,,2781
4806021,Airdrie,2021,Vehicle Registrations,Mopeds & Motorcycles,,2663
4806022,Irricana,2005,Vehicle Registrations,Mopeds & Motorcycles,,36
4806022,Irricana,2006,Vehicle Registrations,Mopeds & Motorcycles,,48
4806022,Irricana,2007,Vehicle Registrations,Mopeds & Motorcycles,,74
4806022,Irricana,2008,Vehicle Registrations,Mopeds & Motorcycles,,69
4806022,Irricana,2009,Vehicle Registrations,Mopeds & Motorcycles,,82
4806022,Irricana,2010,Vehicle Registrations,Mopeds & Motorcycles,,82
4806022,Irricana,2011,Vehicle Registrations,Mopeds & Motorcycles,,95
4806022,Irricana,2012,Vehicle Registrations,Mopeds & Motorcycles,,94
4806022,Irricana,2013,Vehicle Registrations,Mopeds & Motorcycles,,89
4806022,Irricana,2014,Vehicle Registrations,Mopeds & Motorcycles,,92
4806022,Irricana,2015,Vehicle Registrations,Mopeds & Motorcycles,,98
4806022,Irricana,2016,Vehicle Registrations,Mopeds & Motorcycles,,95
4806022,Irricana,2017,Vehicle Registrations,Mopeds & Motorcycles,,75
4806022,Irricana,2018,Vehicle Registrations,Mopeds & Motorcycles,,77
4806022,Irricana,2019,Vehicle Registrations,Mopeds & Motorcycles,,86
4806022,Irricana,2020,Vehicle Registrations,Mopeds & Motorcycles,,96
4806022,Irricana,2021,Vehicle Registrations,Mopeds & Motorcycles,,93
4806024,Beiseker,2005,Vehicle Registrations,Mopeds & Motorcycles,,48
4806024,Beiseker,2006,Vehicle Registrations,Mopeds & Motorcycles,,59
4806024,Beiseker,2007,Vehicle Registrations,Mopeds & Motorcycles,,74
4806024,Beiseker,2008,Vehicle Registrations,Mopeds & Motorcycles,,72
4806024,Beiseker,2009,Vehicle Registrations,Mopeds & Motorcycles,,71
4806024,Beiseker,2010,Vehicle Registrations,Mopeds & Motorcycles,,71
4806024,Beiseker,2011,Vehicle Registrations,Mopeds & Motorcycles,,67
4806024,Beiseker,2012,Vehicle Registrations,Mopeds & Motorcycles,,56
4806024,Beiseker,2013,Vehicle Registrations,Mopeds & Motorcycles,,63
4806024,Beiseker,2014,Vehicle Registrations,Mopeds & Motorcycles,,64
4806024,Beiseker,2015,Vehicle Registrations,Mopeds & Motorcycles,,68
4806024,Beiseker,2016,Vehicle Registrations,Mopeds & Motorcycles,,61
4806024,Beiseker,2017,Vehicle Registrations,Mopeds & Motorcycles,,56
4806024,Beiseker,2018,Vehicle Registrations,Mopeds & Motorcycles,,74
4806024,Beiseker,2019,Vehicle Registrations,Mopeds & Motorcycles,,64
4806024,Beiseker,2020,Vehicle Registrations,Mopeds & Motorcycles,,72
4806024,Beiseker,2021,Vehicle Registrations,Mopeds & Motorcycles,,72
4806026,Crossfield,2005,Vehicle Registrations,Mopeds & Motorcycles,,113
4806026,Crossfield,2006,Vehicle Registrations,Mopeds & Motorcycles,,137
4806026,Crossfield,2007,Vehicle Registrations,Mopeds & Motorcycles,,180
4806026,Crossfield,2008,Vehicle Registrations,Mopeds & Motorcycles,,178
4806026,Crossfield,2009,Vehicle Registrations,Mopeds & Motorcycles,,187
4806026,Crossfield,2010,Vehicle Registrations,Mopeds & Motorcycles,,187
4806026,Crossfield,2011,Vehicle Registrations,Mopeds & Motorcycles,,204
4806026,Crossfield,2012,Vehicle Registrations,Mopeds & Motorcycles,,195
4806026,Crossfield,2013,Vehicle Registrations,Mopeds & Motorcycles,,194
4806026,Crossfield,2014,Vehicle Registrations,Mopeds & Motorcycles,,206
4806026,Crossfield,2015,Vehicle Registrations,Mopeds & Motorcycles,,240
4806026,Crossfield,2016,Vehicle Registrations,Mopeds & Motorcycles,,225
4806026,Crossfield,2017,Vehicle Registrations,Mopeds & Motorcycles,,226
4806026,Crossfield,2018,Vehicle Registrations,Mopeds & Motorcycles,,255
4806026,Crossfield,2019,Vehicle Registrations,Mopeds & Motorcycles,,238
4806026,Crossfield,2020,Vehicle Registrations,Mopeds & Motorcycles,,268
4806026,Crossfield,2021,Vehicle Registrations,Mopeds & Motorcycles,,289
4813028,Westlock County,2005,Vehicle Registrations,Mopeds & Motorcycles,,70
4813028,Westlock County,2006,Vehicle Registrations,Mopeds & Motorcycles,,90
4813028,Westlock County,2007,Vehicle Registrations,Mopeds & Motorcycles,,104
4813028,Westlock County,2008,Vehicle Registrations,Mopeds & Motorcycles,,127
4813028,Westlock County,2009,Vehicle Registrations,Mopeds & Motorcycles,,140
4813028,Westlock County,2010,Vehicle Registrations,Mopeds & Motorcycles,,140
4813028,Westlock County,2011,Vehicle Registrations,Mopeds & Motorcycles,,138
4813028,Westlock County,2012,Vehicle Registrations,Mopeds & Motorcycles,,129
4813028,Westlock County,2013,Vehicle Registrations,Mopeds & Motorcycles,,132
4813028,Westlock County,2014,Vehicle Registrations,Mopeds & Motorcycles,,153
4813028,Westlock County,2015,Vehicle Registrations,Mopeds & Motorcycles,,178
4813028,Westlock County,2016,Vehicle Registrations,Mopeds & Motorcycles,,163
4813028,Westlock County,2017,Vehicle Registrations,Mopeds & Motorcycles,,147
4813028,Westlock County,2018,Vehicle Registrations,Mopeds & Motorcycles,,199
4813028,Westlock County,2019,Vehicle Registrations,Mopeds & Motorcycles,,227
4813028,Westlock County,2020,Vehicle Registrations,Mopeds & Motorcycles,,261
4813028,Westlock County,2021,Vehicle Registrations,Mopeds & Motorcycles,,253
4813029,Woodlands County,2005,Vehicle Registrations,Mopeds & Motorcycles,,22
4813029,Woodlands County,2006,Vehicle Registrations,Mopeds & Motorcycles,,30
4813029,Woodlands County,2007,Vehicle Registrations,Mopeds & Motorcycles,,33
4813029,Woodlands County,2008,Vehicle Registrations,Mopeds & Motorcycles,,46
4813029,Woodlands County,2009,Vehicle Registrations,Mopeds & Motorcycles,,36
4813029,Woodlands County,2010,Vehicle Registrations,Mopeds & Motorcycles,,36
4813029,Woodlands County,2011,Vehicle Registrations,Mopeds & Motorcycles,,35
4813029,Woodlands County,2012,Vehicle Registrations,Mopeds & Motorcycles,,29
4813029,Woodlands County,2013,Vehicle Registrations,Mopeds & Motorcycles,,30
4813029,Woodlands County,2014,Vehicle Registrations,Mopeds & Motorcycles,,37
4813029,Woodlands County,2015,Vehicle Registrations,Mopeds & Motorcycles,,42
4813029,Woodlands County,2016,Vehicle Registrations,Mopeds & Motorcycles,,34
4813029,Woodlands County,2017,Vehicle Registrations,Mopeds & Motorcycles,,46
4813029,Woodlands County,2018,Vehicle Registrations,Mopeds & Motorcycles,,48
4813029,Woodlands County,2019,Vehicle Registrations,Mopeds & Motorcycles,,36
4813029,Woodlands County,2020,Vehicle Registrations,Mopeds & Motorcycles,,53
4813029,Woodlands County,2021,Vehicle Registrations,Mopeds & Motorcycles,,55
4810018,Tofield,2005,Vehicle Registrations,Mopeds & Motorcycles,,134
4810018,Tofield,2006,Vehicle Registrations,Mopeds & Motorcycles,,155
4810018,Tofield,2007,Vehicle Registrations,Mopeds & Motorcycles,,201
4810018,Tofield,2008,Vehicle Registrations,Mopeds & Motorcycles,,210
4810018,Tofield,2009,Vehicle Registrations,Mopeds & Motorcycles,,226
4810018,Tofield,2010,Vehicle Registrations,Mopeds & Motorcycles,,226
4810018,Tofield,2011,Vehicle Registrations,Mopeds & Motorcycles,,241
4810018,Tofield,2012,Vehicle Registrations,Mopeds & Motorcycles,,257
4810018,Tofield,2013,Vehicle Registrations,Mopeds & Motorcycles,,291
4810018,Tofield,2014,Vehicle Registrations,Mopeds & Motorcycles,,308
4810018,Tofield,2015,Vehicle Registrations,Mopeds & Motorcycles,,199
4810018,Tofield,2016,Vehicle Registrations,Mopeds & Motorcycles,,145
4810018,Tofield,2017,Vehicle Registrations,Mopeds & Motorcycles,,109
4810018,Tofield,2018,Vehicle Registrations,Mopeds & Motorcycles,,140
4810018,Tofield,2019,Vehicle Registrations,Mopeds & Motorcycles,,120
4810018,Tofield,2020,Vehicle Registrations,Mopeds & Motorcycles,,142
4810018,Tofield,2021,Vehicle Registrations,Mopeds & Motorcycles,,128
4810019,Ryley,2005,Vehicle Registrations,Mopeds & Motorcycles,,9
4810019,Ryley,2006,Vehicle Registrations,Mopeds & Motorcycles,,13
4810019,Ryley,2007,Vehicle Registrations,Mopeds & Motorcycles,,17
4810019,Ryley,2008,Vehicle Registrations,Mopeds & Motorcycles,,26
4810019,Ryley,2009,Vehicle Registrations,Mopeds & Motorcycles,,22
4810019,Ryley,2010,Vehicle Registrations,Mopeds & Motorcycles,,22
4810019,Ryley,2011,Vehicle Registrations,Mopeds & Motorcycles,,29
4810019,Ryley,2012,Vehicle Registrations,Mopeds & Motorcycles,,25
4810019,Ryley,2013,Vehicle Registrations,Mopeds & Motorcycles,,34
4810019,Ryley,2014,Vehicle Registrations,Mopeds & Motorcycles,,41
4810019,Ryley,2015,Vehicle Registrations,Mopeds & Motorcycles,,39
4810019,Ryley,2016,Vehicle Registrations,Mopeds & Motorcycles,,25
4810019,Ryley,2017,Vehicle Registrations,Mopeds & Motorcycles,,23
4810019,Ryley,2018,Vehicle Registrations,Mopeds & Motorcycles,,29
4810019,Ryley,2019,Vehicle Registrations,Mopeds & Motorcycles,,24
4810019,Ryley,2020,Vehicle Registrations,Mopeds & Motorcycles,,30
4810019,Ryley,2021,Vehicle Registrations,Mopeds & Motorcycles,,24
4810021,Holden,2005,Vehicle Registrations,Mopeds & Motorcycles,,14
4810021,Holden,2006,Vehicle Registrations,Mopeds & Motorcycles,,15
4810021,Holden,2007,Vehicle Registrations,Mopeds & Motorcycles,,16
4810021,Holden,2008,Vehicle Registrations,Mopeds & Motorcycles,,14
4810021,Holden,2009,Vehicle Registrations,Mopeds & Motorcycles,,17
4810021,Holden,2010,Vehicle Registrations,Mopeds & Motorcycles,,17
4810021,Holden,2011,Vehicle Registrations,Mopeds & Motorcycles,,20
4810021,Holden,2012,Vehicle Registrations,Mopeds & Motorcycles,,18
4810021,Holden,2013,Vehicle Registrations,Mopeds & Motorcycles,,19
4810021,Holden,2014,Vehicle Registrations,Mopeds & Motorcycles,,23
4810021,Holden,2015,Vehicle Registrations,Mopeds & Motorcycles,,26
4810021,Holden,2016,Vehicle Registrations,Mopeds & Motorcycles,,27
4810021,Holden,2017,Vehicle Registrations,Mopeds & Motorcycles,,17
4810021,Holden,2018,Vehicle Registrations,Mopeds & Motorcycles,,21
4810021,Holden,2019,Vehicle Registrations,Mopeds & Motorcycles,,18
4810021,Holden,2020,Vehicle Registrations,Mopeds & Motorcycles,,22
4810021,Holden,2021,Vehicle Registrations,Mopeds & Motorcycles,,23
4813018,Barrhead County No. 11,2005,Vehicle Registrations,Mopeds & Motorcycles,,20
4813018,Barrhead County No. 11,2006,Vehicle Registrations,Mopeds & Motorcycles,,13
4813018,Barrhead County No. 11,2007,Vehicle Registrations,Mopeds & Motorcycles,,17
4813018,Barrhead County No. 11,2008,Vehicle Registrations,Mopeds & Motorcycles,,16
4813018,Barrhead County No. 11,2009,Vehicle Registrations,Mopeds & Motorcycles,,14
4813018,Barrhead County No. 11,2010,Vehicle Registrations,Mopeds & Motorcycles,,14
4813018,Barrhead County No. 11,2011,Vehicle Registrations,Mopeds & Motorcycles,,18
4813018,Barrhead County No. 11,2012,Vehicle Registrations,Mopeds & Motorcycles,,27
4813018,Barrhead County No. 11,2013,Vehicle Registrations,Mopeds & Motorcycles,,25
4813018,Barrhead County No. 11,2014,Vehicle Registrations,Mopeds & Motorcycles,,24
4813018,Barrhead County No. 11,2015,Vehicle Registrations,Mopeds & Motorcycles,,22
4813018,Barrhead County No. 11,2016,Vehicle Registrations,Mopeds & Motorcycles,,25
4813018,Barrhead County No. 11,2017,Vehicle Registrations,Mopeds & Motorcycles,,45
4813018,Barrhead County No. 11,2018,Vehicle Registrations,Mopeds & Motorcycles,,47
