,Unnamed: 0,fire_year,fire_number,fire_name,current_size,size_class,fire_location_latitude,fire_location_longitude,fire_start_date,wind_direction,wind_speed,Municipality
580,20690,2019,MWF052,MCX-001 / Old Fort,1598.3,E,58.787133,-110.145967,43663.65903,N,15,Wood Buffalo
581,20691,2019,MWF054,MCX-002 / Bocquene,6495.6,E,59.367667,-110.925533,43663.73194,NW,20,Wood Buffalo
582,20718,2019,HWF066,Jackpot Creek Fire,64659.1,E,59.606867,-117.434033,43612.7,SW,12,Mackenzie County
583,20726,2019,LWF123,Kettle River Fire,1547.4,E,56.102367,-111.1708,43632.54167,N,20,Wood Buffalo
584,20728,2019,MWF058,,14.7,C,57.75256,-110.892081,43664.5875,N,4,Wood Buffalo
585,20741,2019,MWF075,MXC-003 / Edra,224.9,E,57.88644,-112.957952,43669.76042,SE,10,Wood Buffalo
586,20742,2019,MWF076,MXC-003 / Edra,183.2,D,57.962867,-113.10585,43669.73611,SE,10,Wood Buffalo
587,20753,2019,HWF113,,156.3,D,58.081467,-118.640983,43662.375,W,10,Mackenzie County
588,20756,2019,HWF116,,10.5,C,58.468055,-118.474835,43662.375,CLM,0,Mackenzie County
589,20776,2019,HWF042,Chuckegg Creek Fire ,334772.6,E,58.287567,-117.279655,43597.55694,SE,43,Mackenzie County
590,20813,2019,PWF070,Haro Creek,174.1,D,57.85195,-118.341233,43611.58333,W,15,County of Northern Lights
591,20831,2019,HWF007,,225.5,E,58.452,-114.412033,43557.00069,NE,20,Mackenzie County
592,20833,2019,CWF018,,28.15,C,51.119483,-115.009972,43596,W,12,Municipal District of Bighorn
593,20838,2019,SWF078,McMillan Complex,113,D,56.350948,-113.974755,43614.79167,NW,10,Municipal District of Opportunity
594,20839,2019,SWF079,McMillan Complex,1001.3,E,56.291167,-113.9738,43614.79167,NW,10,Municipal District of Opportunity
595,20840,2019,HWF075,,18,C,57.667374,-114.785769,43625.62917,W,20,Mackenzie County
596,20885,2019,PWF099,,27,C,56.4548,-116.75687,43662.61806,SW,15,Northern Sunrise County
597,20894,2019,PWF048,,15.8,C,56.54443,-119.06309,43594.78125,N,20,Clear Hills County
598,20963,2019,LWF085,,21,C,54.478658,-111.254185,43597.52083,W,14,Municipal District of Bonnyville
599,20965,2019,LWF086,Waddell Fire,66.7,D,55.8441,-111.6238,43597.58333,W,30,Lac La Biche County
600,21074,2019,PWF066,,10.5,C,56.38718,-117.134565,43419.54167,SE,27,Northern Sunrise County
601,21075,2019,LWF107,,28.5,C,55.516383,-111.2018,43606.52083,N,9,Lac La Biche County
602,21086,2018,HWF245,,10,C,58.089217,-116.373367,43393.5,W,28,Mackenzie County
603,21093,2019,LWF087,,20.6,C,54.839398,-111.557851,43598.55208,NW,25,Lac La Biche County
604,21108,2018,HWF242,,184.3,D,58.294083,-115.167883,43394.41667,NW,7,Mackenzie County
605,21115,2019,MWF012,,10.6,C,57.28184,-111.386483,43604.52083,SE,22,Wood Buffalo
606,21123,2019,MWF055,MCX-002 / Bocquene,1038.5,E,59.397383,-110.960983,43663.68403,NW,20,Wood Buffalo
607,21125,2020,RWF021,,10,C,53.038319,-115.737221,43968.54722,E,6,Yellowhead County
608,21130,2019,WWF028,,20.3,C,54.105193,-116.150215,43606.45833,SE,15,Woodlands County
609,21148,2019,PWF038,,10,C,56.25105,-118.17575,43462.5,SW,15,Clear Hills County
610,21216,2019,EWF033,,23.1,C,53.537267,-116.789517,43604.68056,SE,15,Yellowhead County
611,21252,2019,HWF132,,728.8,E,58.927483,-115.559167,43665.63542,W,6,Mackenzie County
612,21254,2019,HWF133,,9143.8,E,58.86,-114.793333,43665.63472,W,6,Mackenzie County
613,21255,2019,HWF136,,17.5,C,59.559167,-116.422417,43666.66319,S,8,Mackenzie County
614,21385,2019,PWF076,,36.4,C,56.244733,-116.5677,43628.49306,SW,15,Northern Sunrise County
615,21391,2021,MWF014,,176.4,D,57.819267,-112.165917,44350.80347,W,10,Wood Buffalo
616,21396,2021,GWF020,,15.6,C,54.9069,-118.925167,44316.5625,E,16,Municipal District of Greenview
617,21398,2021,SWF015,,18.9,C,55.22099,-116.566658,44316.60417,W,30,Big Lakes County
618,21410,2021,MWF060,MCX-002-2021/Muskeg Complex,90.4,D,57.429287,-110.972136,44387.75625,E,15,Wood Buffalo
619,21411,2021,MWF061,MCX-001-2021/Martin Complex,11.3,C,57.073248,-112.765875,44387.73194,SW,5,Municipal District of Opportunity
620,21412,2021,HWF060, ,23,C,59.898096,-115.84375,44388.125,E,10,Mackenzie County
621,21415,2021,MWF065,MCX-001-2021/Martin Complex,79.1,D,57.039167,-113.037833,44387.79167,W,20,Municipal District of Opportunity
622,21421,2021,MWF069,MCX-001-2021/Martin Complex,32.8,C,56.782302,-112.788616,44387.79375,CLM,0,Municipal District of Opportunity
623,21424,2021,MWF071,MCX-001-2021/Martin Complex,10.4,C,57.119889,-112.3998,44387.77153,CLM,0,Wood Buffalo
624,21444,2020,CWF207,,18.5,C,51.20531,-114.75286,44115.625,W,22,Municipal District of Bighorn
625,21459,2021,HWF025,,38.6,C,58.48321,-114.497677,44338.45833,S,6,Mackenzie County
626,21471,2021,LWF154,,125,D,55.9987,-110.9244,44389.64583,W,6,Wood Buffalo
627,21473,2021,MWF079,,3948,E,57.42035,-110.35745,44387.82847,SE,5,Wood Buffalo
628,21617,2021,MWF025,,1536.1,E,57.802733,-113.388867,44375.47847,SW,5,Wood Buffalo
629,21624,2021,RWF053,,12.5,C,52.74865,-114.558533,44377.625,SE,15,Ponoka County
630,21679,2021,MWF030,,12.7,C,56.401459,-111.46276,44379.66667,E,11,Wood Buffalo
631,21689,2021,EWF093,,43.5,D,53.393731,-115.370422,44379.21458,NW,8,Yellowhead County
632,21723,2021,MWF054,,17.46,C,56.561525,-112.122215,44387.74375,W,6,Wood Buffalo
633,21754,2020,GWF044,,21.9,C,54.997133,-116.88645,44107.60764,SW,10,Municipal District of Greenview
634,21759,2021,SWF097,,19.5,C,56.803667,-114.599667,44389.54514,NW,7,Municipal District of Opportunity
635,21760,2021,SWF098,,11.38,C,56.330537,-113.892033,44387.6875,NW,8,Municipal District of Opportunity
636,21764,2021,HWF059,,2728,E,58.88675,-114.9492,44385.54097,SW,15,Mackenzie County
637,21799,2021,MWF042,,28011.4,E,57.564867,-110.303767,44385.66458,N,10,Wood Buffalo
638,21826,2021,LWF043,,119.9,D,54.547883,-111.501183,44316.5,NW,25,Lac La Biche County
639,21828,2021,GWF024,,25.8,C,54.733267,-117.139317,44318.83333,SW,8,Municipal District of Greenview
640,21834,2021,MWF044,MCX-002-2021/Muskeg Complex,47.7,D,57.148117,-110.661067,44379.75,SE,10,Wood Buffalo
641,21836,2021,SWF083,,42.7,D,56.087333,-113.565167,44387.64583,E,15,Municipal District of Opportunity
642,21842,2021,MWF057,MCX-002-2021/Muskeg Complex,45.6,D,57.113355,-111.148191,44387.76042,E,15,Wood Buffalo
643,21843,2021,MWF058,MCX-002-2021/Muskeg Complex,28.3,C,56.970308,-111.1581,44387.77153,W,25,Wood Buffalo
644,21853,2021,MWF068,,14.3,C,56.7125,-112.226817,44388.53819,SW,20,Wood Buffalo
645,21870,2021,EWF028,,29.6,C,53.752683,-116.657933,44302.5625,SE,3,Yellowhead County
646,21879,2021,MWF023,,107.5,D,56.67165,-110.587017,44375.58125,SE,7,Wood Buffalo
647,21899,2021,SWF099,MCX-001-2021/Martin Complex,5960,E,57.151889,-113.221668,44387.79028,W,25,Municipal District of Opportunity
648,21900,2021,SWF100,,13,C,56.874455,-113.509623,44387.58333,E,15,Municipal District of Opportunity
649,21905,2021,MWF077,MCX-002-2021/Muskeg Complex,29.43,C,57.204195,-110.654433,44387.81736,SW,3,Wood Buffalo
650,21907,2021,GWF070,,51.8,D,54.554533,-119.233667,44390.63889,W,5,Municipal District of Greenview
651,21908,2021,MWF078,,1274.9,E,57.515424,-110.829576,44388.65069,SE,5,Wood Buffalo
652,21930,2021,LWF129,,372,E,55.720233,-110.439217,44379.625,NW,20,Wood Buffalo
653,21938,2021,SWF046,,57.57,D,56.546167,-115.097,44352.73194,W,15,Municipal District of Opportunity
654,22024,2021,MWF082,,471.7,E,57.506667,-113.605,44387.74583,W,14,Wood Buffalo
655,22032,2021,MWF083,,328,E,56.534444,-112.563975,44388.72778,S,17,Wood Buffalo
656,22038,2021,SWF114,,85.3,D,55.63335,-113.9934,44391.75,NW,10,Municipal District of Lesser Slave River
657,22040,2021,LWF164,,150,D,56.129067,-111.210133,44392.66667,SW,12,Wood Buffalo
658,22057,2021,MWF043,,34.3,C,57.567883,-110.926867,44385.79167,W,10,Wood Buffalo
659,22100,2021,EWF036,Cold Creek Fire,479.3,E,53.414,-115.785417,44316.45833,W,10,Yellowhead County
660,22113,2021,EWF038,,11.3,C,53.610817,-115.6723,44322.77778,SE,10,Yellowhead County
661,22116,2021,MWF040,,500,E,57.58725,-110.412733,44381.77083,SW,15,Wood Buffalo
662,22129,2021,MWF059,MCX-002-2021/Muskeg Complex,4138.7,E,57.0999,-110.594483,44387.78264,W,6,Wood Buffalo
663,22161,2021,MWF067,MCX-001-2021/Martin Complex,665.3,E,57.153667,-112.768,44387.73681,W,20,Municipal District of Opportunity
664,22165,2021,LWF152,,86.4,D,55.651867,-112.18075,44389.58333,W,14,Lac La Biche County
665,22173,2021,RWF070,Wildhorse Creek Complex,155,D,51.705633,-115.343833,44400.68889,SE,30,Census Division No. 9
666,22272,2021,HWF065,,21.5,C,58.920099,-119.542468,44411.84028,NE,3,Mackenzie County
667,22282,2021,PWF049,,81,D,57.1023,-119.862917,44412.64583,SW,15,Clear Hills County
668,22299,2021,HWF063,,18.9,C,59.216957,-116.163392,44410.66667,SE,5,Mackenzie County
669,22316,2021,RWF071,Wildhorse Creek Complex,66,D,51.712972,-115.379413,44400.72917,SE,30,Clearwater County
670,22331,2021,LWF184,,499.5,E,55.678433,-112.2258,44204.5,SW,19,Lac La Biche County
671,22384,2021,PWF048,,142.2,D,57.12115,-118.816383,44410.95833,W,10,Clear Hills County
672,22406,2021,CWF009,,18.4,C,49.976783,-114.0349,44289.54167,SW,25,Municipal District of Ranchland No. 66
673,22436,2021,LWF086,,10.2,C,55.942183,-110.735678,44342.625,SE,20,Wood Buffalo
674,22463,2021,LWF056,,11.1,C,54.654617,-113.937583,44322.59722,SE,23,Municipal District of Lesser Slave River
675,22477,2021,WWF027,,16.03,C,54.321865,-115.525352,44343.38056,SW,3,Woodlands County
676,22573,2020,CWF156,Devil's Head Fire,2420,E,51.3213,-115.28371,44078.58333,W,10,Municipal District of Bighorn
677,22589,2021,EWF075,,175,D,53.631667,-115.141,44369.64583,NW,20,Yellowhead County
678,22619,2021,LWF031,,11.4,C,54.56605,-111.20905,44310.73056,NW,20,Municipal District of Bonnyville
679,22623,2021,HWF051, ,13,C,59.293714,-119.930297,44375.37292,SE,8,Mackenzie County
680,22625,2021,HWF054,,27.8,C,59.657522,-119.581873,44375.37986,SE,11,Mackenzie County
681,22665,2021,RWF019,,47.4,D,52.943363,-115.897143,44312.58333,SE,4,Yellowhead County
682,22705,2022,HWF013,,8300,E,59.71005,-119.76675,44713.41667,N,24,Mackenzie County
683,22707,2022,HWF023,,13.5,C,57.422767,-116.152517,44720.71181,SE,20,Mackenzie County
684,22717,2022,HWF012,,20,C,59.879667,-117.507567,44712.59097,N,10,Mackenzie County
685,22732,2022,LWF034,,18.3,C,55.904033,-110.731517,44677.94792,E,5,Wood Buffalo
686,22733,2022,LWF038,,34.4,C,55.933055,-110.73769,44678.39583,SE,16,Wood Buffalo
687,22763,2022,WWF009,,18.4,C,54.377197,-115.339912,44693.625,SW,20,Woodlands County
688,22823,2022,HWF096,,2303.9,E,58.8811,-114.997833,44819.5,NW,15,Mackenzie County
689,22829,2022,HWF117,,12,C,58.463203,-114.463794,44857.5,NE,10,Mackenzie County
690,22893,2022,WWF087,,18.1,C,54.259183,-116.242318,44799.43611,W,15,Woodlands County
691,22928,2022,MWF011,,32,C,56.849617,-112.55925,44721.62431,SE,5,Wood Buffalo
692,22932,2022,MWF018,,2942.3,E,59.641017,-111.325233,44725.58333,N,20,Wood Buffalo
693,22953,2022,HWF102,,13.9,C,58.690033,-116.73505,44837.375,SE,10,Mackenzie County
694,23004,2022,GWF084,,22.3,C,55.344242,-117.715592,44844.48611,SE,5,Municipal District of Greenview
695,23009,2022,MWF109,,25,C,59.5555,-110.380933,44797.74861,CLM,0,Wood Buffalo
696,23018,2022,PWF116,,16.47,C,56.600783,-117.287445,44841.5,W,24,County of Northern Lights
697,23019,2022,HWF107,,288,E,58.6548,-118.715383,44845.39375,NW,25,Mackenzie County
698,23028,2022,MWF035,,70,D,57.381767,-110.167267,44745.66667,SE,6,Wood Buffalo
699,23033,2022,HWF053,,366,E,59.40055,-115.561583,44752.45833,NW,5,Mackenzie County
700,23073,2022,PWF117,,33.6,C,56.621133,-117.327083,44593.5,SW,10,County of Northern Lights
701,23075,2022,HWF108,,10.5,C,58.580733,-114.5079,44846.33333,NW,15,Mackenzie County
702,23090,2022,RWF075,,35,C,52.171667,-116.3025,44853.5,CLM,0,Clearwater County
703,23093,2022,LWF110,Black Pearl Fire,1275,E,55.684767,-112.672317,44756.58333,SE,30,Lac La Biche County
704,23104,2022,MWF052,,151.13,D,57.5685,-111.758333,44758.76944,SW,3,Wood Buffalo
705,23107,2022,SWF080,,22.6,C,57.094188,-115.149768,44758.77639,W,10,Northern Sunrise County
706,23113,2022,HWF014,,386,E,59.971333,-119.9997,44713.5,N,10,Mackenzie County
707,23180,2022,LWF007,,21.6,C,55.990967,-110.62355,44671.58333,NW,20,Wood Buffalo
708,23181,2022,SWF012,,22.2,C,55.34853,-114.735712,44673.45972,SE,37,Municipal District of Lesser Slave River
709,23226,2022,MWF087,Kazan Complex,400,E,59.201645,-110.552017,44793.16111,W,10,Wood Buffalo
710,23227,2022,MWF088,Kazan Complex,53.2,D,59.434333,-111.003,44792.92778,CLM,0,Wood Buffalo
711,23244,2022,MWF085,Kazan Complex,11,C,59.367847,-111.162254,44792.93542,SE,7,Wood Buffalo
712,23245,2022,MWF086,Kazan Complex,1264.7,E,59.4787,-111.322767,44792.91528,SW,22,Wood Buffalo
713,23254,2022,SWF124,,81.4,D,57.220233,-115.92125,44786.67569,SW,5,Northern Sunrise County
714,23272,2022,MWF091,Kazan Complex,148,D,59.670117,-110.70995,44793.01944,W,10,Wood Buffalo
715,23282,2022,MWF094,Kazan Complex,30.9,C,59.551483,-111.135233,44797.73472,SW,10,Wood Buffalo
716,23296,2021,HWF087, ,18.8,C,58.460801,-114.443502,44481.625,SE,13,Mackenzie County
717,23305,2022,MWF092,Kazan Complex,357.5,E,59.674933,-111.079867,44793,W,10,Wood Buffalo
718,23332,2022,HWF088,,15,C,57.735083,-114.459033,44798.70833,CLM,0,Mackenzie County
719,23351,2022,HWF083,,11,C,58.2474,-116.096266,44797.70833,W,5,Mackenzie County
720,23353,2022,HWF086,,11.6,C,59.651667,-117.556167,44798.52083,W,9,Mackenzie County
721,23354,2022,LWF162,,27.8,C,55.507011,-110.270219,44798.5,SW,10,Municipal District of Bonnyville
722,23365,2022,MWF099,,76,D,57.688767,-112.099683,44799.69444,W,24,Wood Buffalo
723,23372,2022,MWF104,,10.99,C,56.412633,-112.99805,44799.74792,SW,10,Municipal District of Opportunity
724,23393,2022,SWF138,,11.2,C,57.339583,-113.040483,44799.70764,W,1,Wood Buffalo
725,23465,2022,MWF028,,198.5,D,56.695488,-110.024469,44737.5125,CLM,0,Wood Buffalo
726,23470,2022,MWF032,,6585.2,E,56.451883,-110.07845,44738.54097,W,9,Wood Buffalo
727,23472,2022,HWF043,,6604.4,E,59.86815,-118.298637,44739.59653,W,5,Mackenzie County
728,23475,2022,MWF034,Kazan Complex,1301.6,E,59.5952,-110.8377,44742.68333,NW,12,Wood Buffalo
729,23491,2022,LWF023, ,20.3,C,56.034928,-110.605213,44674.75,SE,13,Wood Buffalo
730,23492,2022,SWF011,,136.3,D,55.254617,-115.26105,44675.59722,SE,20,Big Lakes County
731,23516,2022,HWF048,,10,C,58.713767,-119.322717,44748.67361,S,10,Mackenzie County
732,23529,2022,WWF038,,70.73,D,54.462022,-116.310803,44757.94236,W,10,Municipal District of Greenview
733,23535,2022,LWF117,,14.5,C,56.069217,-110.705883,44759.60278,SW,10,Wood Buffalo
734,23536,2022,LWF118,,452,E,56.041133,-110.318967,44760.62153,SW,20,Wood Buffalo
735,23560,2022,HWF029,,117,D,59.221783,-114.531267,44723.47569,S,15,Mackenzie County
736,23563,2022,MWF015,Kazan Complex,4057.9,E,59.817133,-111.118583,44724.66667,S,10,Wood Buffalo
737,23564,2022,LWF099,,207.4,E,56.163217,-110.65525,44725.53125,SE,6,Wood Buffalo
738,23594,2022,HWF050,,114,D,59.978167,-117.746833,44748.77778,S,7,Mackenzie County
739,23603,2022,MWF022,Kazan Complex,33207.1,E,59.418367,-110.812683,44725.66667,W,20,Wood Buffalo
740,23605,2022,MWF025,,1554,E,56.682867,-110.714433,44725.77153,SE,11,Wood Buffalo
741,23609,2022,MWF031,Kazan Complex,40417.71,E,59.031033,-111.156367,44737.76458,SW,22,Wood Buffalo
742,23614,2022,MWF033,Kazan Complex,2010.8,E,59.768217,-111.047133,44742.54306,NW,12,Wood Buffalo
743,23622,2022,GWF032,,76.1,D,54.338267,-117.73445,44770.29167,W,3,Municipal District of Greenview
744,23692,2022,HWF055,,143.9,D,59.183,-117.116667,44754.625,SW,17,Mackenzie County
745,23715,2022,SWF101,,30.9,C,55.762027,-115.030385,44774.66944,NE,10,Northern Sunrise County
746,23731,2022,MWF076,,60,D,57.297283,-110.617733,44777.58194,SW,7,Wood Buffalo
747,23734,2022,MWF077,Kazan Complex,1040,E,59.223283,-110.579683,44793.15764,N,19,Wood Buffalo
748,23738,2022,HWF078,,85.5,D,59.932667,-116.658183,44793.625,N,15,Mackenzie County
749,23751,2022,SWF078,Duck Lake Fire,1336.9,E,57.175183,-113.100917,44758.8,W,14,Municipal District of Opportunity
750,23752,2022,SWF079,Scooter Lake Complex,11.2,C,56.791302,-113.307457,44758.63819,SW,13,Municipal District of Opportunity
751,23755,2022,MWF055,,155,D,57.270786,-110.115172,44760.69583,SE,6,Wood Buffalo
752,23765,2022,HWF075,,55,D,59.385667,-115.5218,44788.65139,SW,4,Mackenzie County
753,23775,2022,SWF110,,17.7,C,55.868122,-116.49366,44793.64931,N,15,Big Lakes County
754,23776,2022,SWF111,,12.9,C,55.856533,-116.502533,44793.67361,N,15,Big Lakes County
755,23778,2022,HWF073,,78,D,57.844552,-114.534084,44778.5,NW,20,Mackenzie County
756,23785,2022,RWF038,Black Mountain Fire,480.41,E,52.45577,-116.29365,44761.5,N,15,Clearwater County
757,23793,2022,MWF080,Kazan Complex,1969.8,E,59.32135,-110.984167,44792.95764,SW,20,Wood Buffalo
758,23794,2022,HWF079,,15,C,59.681696,-117.170373,44793.5,N,15,Mackenzie County
759,23798,2022,MWF081,Kazan Complex,95.68,D,59.459533,-111.039733,44792.91944,SW,22,Wood Buffalo
760,23801,2022,MWF082,Kazan Complex,344.9,E,59.428072,-111.092309,44792.93333,SE,7,Wood Buffalo
761,23812,2022,MWF084,Kazan Complex,14,C,59.331233,-111.215083,44792.92708,NW,10,Wood Buffalo
762,23813,2022,SWF116,,16.9,C,55.502002,-114.564415,44793.75972,W,10,Municipal District of Lesser Slave River
763,23844,2022,MWF074,Kazan Complex,4354.4,E,59.874367,-110.29775,44789.73056,SW,22,Wood Buffalo
764,23845,2022,MWF075,,26.79,C,58.00845,-113.913233,44787.67431,SW,8,Wood Buffalo
765,23850,2022,HWF069,,11,C,58.94705,-117.207667,44767.625,NW,20,Mackenzie County
766,23865,2022,HWF076,,11.4,C,58.529925,-116.32593,44788.625,S,26,Mackenzie County
767,23875,2022,LWF036,,50,D,55.951204,-110.739477,44678.125,E,15,Wood Buffalo
768,23876,2022,LWF037,,20,C,55.918967,-110.753133,44677.95833,SE,14,Wood Buffalo
769,23973,2021,SWF157,,26,C,56.57326,-115.277585,44463.6375,SW,25,Municipal District of Opportunity
770,24019,2021,LWF204,,32,C,54.710033,-110.156217,44473.33333,SW,5,Municipal District of Bonnyville
771,24068,2022,HWF017,,29,C,59.264,-119.625,44713.66667,SE,10,Mackenzie County
772,24095,2022,SWF035,,262.5,E,56.900583,-113.989017,44716.625,SE,15,Municipal District of Opportunity
773,24106,2022,MWF046,,790,E,57.563167,-111.439333,44755.81875,S,20,Wood Buffalo
774,24108,2021,CWF170,,37,C,50.176728,-114.230645,44530.96528,,,Municipal District of Ranchland No. 66
775,24110,2022,EWF001,,13,C,53.121467,-117.365833,44599.20486,NE,20,Yellowhead County
776,24117,2022,HWF015,Shekilie River,3000,E,59.292783,-118.997117,44713.63542,SE,12,Mackenzie County
777,24121,2022,RWF034,,12.7,C,52.5137,-114.98555,44715.5,SE,15,Census Division No. 9
778,24143,2022,HWF022,,36.2,C,59.961117,-119.973667,44720.6875,E,5,Mackenzie County
779,24207,2023,SWF093,,22.6,C,56.673083,-115.94005,45082.50486,W,19,Northern Sunrise County
780,24214,2023,SWF081,Carrot Lake Fire,33138,E,56.990917,-113.459433,45050.61806,W,25,Municipal District of Opportunity
781,24217,2023,MWF022,,1552,E,57.7063,-113.125317,45073.76319,SE,11,Wood Buffalo
782,24232,2023,RWF031,,80,D,52.353495,-115.896247,45050.66667,S,15,Census Division No. 9
783,24233,2023,RWF032,,15000,E,52.905417,-115.695967,45050.65278,NE,4,Yellowhead County
784,24246,2023,MWF021,,14753,E,57.693917,-113.29625,45073.75903,S,16,Wood Buffalo
785,24260,2023,SWF059,Nipisi Complex,1036,E,56.054333,-115.008333,45050.63889,E,15,Northern Sunrise County
786,24267,2023,PWF038,Carmon Creek,6129.8,E,56.386752,-116.809335,45051.91667,SE,13,Northern Sunrise County
787,24275,2023,MWF025,,105251,E,58.86705,-111.145817,45074.3875,W,13,Wood Buffalo
788,24279,2023,HWF109,,45061,E,59.453166,-114.158713,45109.72917,SW,5,Mackenzie County
789,24281,2023,HWF111,,113.2,D,59.371857,-114.425733,45111.66667,SW,5,Mackenzie County
790,24284,2023,SWF095,Grizzly Complex,8500,E,54.86785,-116.6625,45084.69653,,,Big Lakes County
791,24309,2023,PWF091,,179.1,D,56.716787,-118.503098,45115.625,W,10,Clear Hills County
792,24310,2023,PWF093,Levellers Creek ,27174.4,E,57.981817,-119.972633,45108.5,CLM,0,County of Northern Lights
793,24315,2023,PWF034,Lunds Lake,454.4,E,56.545183,-119.4788,44927.5,SE,25,Clear Hills County
794,24317,2023,PWF036,,21.15,C,56.534025,-118.847392,44927.5,SE,25,Clear Hills County
795,24318,2023,GWF022,,15.4,C,54.840422,-118.95621,45052.55556,SE,10,Municipal District of Greenview
796,24324,2023,EWF031,Pembina Complex,201913,E,53.145183,-115.686783,45050.52778,SE,7,Yellowhead County
797,24325,2023,MWF024,Richardson Complex,28504,E,57.712283,-110.6469,45074.09444,SW,15,Wood Buffalo
798,24326,2023,MWF023,,59444,E,57.976283,-113.214917,45053.81736,S,7,Wood Buffalo
799,24327,2023,MWF026,Richardson Complex,1703,E,57.882533,-111.054033,45074.07569,SW,24,Wood Buffalo
800,24328,2023,LWF138,Dillon River Fire,4800,E,55.628167,-110.361883,45075.625,S,10,Wood Buffalo
801,24333,2023,GWF038,Boone Complex,7148,E,55.655002,-119.485325,45083.54653,W,15,Saddle Hills County
802,24341,2023,SWF057,Grizzly Complex,16728,E,55.034283,-115.14815,45049.87639,SE,3,Big Lakes County
803,24345,2023,LWF038,,56.7,D,55.904833,-110.765883,45039.35417,W,26,Wood Buffalo
804,24347,2023,LWF040,,150,D,55.94405,-110.735717,45039.63542,SE,20,Wood Buffalo
805,24356,2023,SWF058,Grizzly Complex,1500,E,54.893733,-115.664967,45049.49028,SE,20,Big Lakes County
806,24357,2023,EWF035,Deep Creek Complex,19672,E,53.836833,-115.783333,45051.52083,SE,12,Woodlands County
807,24380,2023,HWF134,,15.4,C,58.991833,-119.22655,45123.54167,SW,11,Mackenzie County
808,24381,2023,HWF135,,476.9,E,57.644173,-114.131117,45123.625,CLM,0,Mackenzie County
809,24382,2023,PWF105, ,16.66,C,57.71045,-118.723378,45121.91667,E,15,County of Northern Lights
810,24395,2023,LWF163,,137.8,D,54.746333,-110.115833,45106,SW,13,Municipal District of Bonnyville
811,24396,2023,PWF067,Smeaton- Basset Complex HCX002,5243,E,57.647957,-117.89074,45101.64583,NW,10,County of Northern Lights
812,24406,2023,RWF007, ,16,C,53.263043,-115.149744,45034.50347,E,4,Brazeau County
813,24416,2023,LWF084,,153,D,54.622383,-111.8293,45049.88542,SE,20,Lac La Biche County
814,24425,2023,SWF003,,15.3,C,55.344658,-115.780175,45031.63542,E,15,Big Lakes County
815,24427,2023,MWF049,,90,D,59.91415,-110.114417,45112.56597,E,10,Wood Buffalo
816,24441,2023,EWF037,Wildhay Complex,578,E,53.91005,-117.55905,45049.82153,S,9,Yellowhead County
817,24442,2023,EWF040,Wildhay Complex,12073.4,E,53.935583,-117.776167,45049.79861,S,9,Yellowhead County
818,24454,2023,PWF120,,200,D,57.23575,-116.358767,45130.5,W,15,Northern Sunrise County
819,24455,2023,HWF142,,14.2,C,57.849372,-116.059056,45130.625,N,7,Mackenzie County
820,24462,2023,SWF083,,42.5,D,56.119858,-114.550332,45054.88333,SW,6,Municipal District of Opportunity
821,24463,2023,GWF023,Sturgeon Lake Complex,3851,E,55.157413,-117.330653,45052.625,SW,20,Municipal District of Greenview
822,24468,2023,HWF056,,33.4,C,59.841083,-118.7053,45081.63889,E,7,Mackenzie County
823,24477,2023,SWF068,Kimiwan,143039,E,55.877833,-116.407667,45050.97917,SE,11,Big Lakes County
824,24481,2023,GWF017,Sturgeon Lake Complex,5478.53,E,55.053025,-117.43991,45051.4375,SW,20,Municipal District of Greenview
825,24482,2023,GWF018,Cecil,49327.7,E,56.281817,-119.161633,45051.51042,SE,20,Saddle Hills County
826,24501,2023,SWF060,Nipisi Complex,43981,E,55.956383,-115.056367,45050.63819,E,15,Northern Sunrise County
827,24505,2023,GWF014,,15.23,C,55.865915,-119.286613,45046.625,E,10,Saddle Hills County
828,24539,2023,LWF148,Pony Creek Fire,2317,E,55.935333,-111.104617,45084.625,NE,6,Wood Buffalo
829,24554,2023,EWF015,,46.57,D,53.68275,-115.947623,45045.57292,E,12,Yellowhead County
830,24566,2023,RWF027,Brazeau,13100,E,52.82095,-115.908167,45049.78681,SE,7,Clearwater County
831,24579,2023,HWF130,,5555,E,59.466167,-119.9507,45120.58333,N,20,Mackenzie County
832,24587,2023,WWF015,,47.98,D,54.093682,-115.321182,45045.69444,SE,25,Woodlands County
833,24588,2023,RWF034,O'Chiese,87492,E,52.815117,-115.450383,45050.69097,NE,4,Census Division No. 9
834,24590,2023,WWF023,Eagle Fire,66436.7,E,54.388929,-116.371578,45049.925,SE,30,Municipal District of Greenview
835,24629,2023,SWF087,Saulteaux Complex,1036,E,55.226583,-114.2757,45062.81111,CLM,0,Municipal District of Lesser Slave River
836,24635,2023,HWF112,Wentzel Fire,57412,E,59.225,-114.4041,45109.72917,SW,5,Mackenzie County
837,24668,2023,HWF158,,54.1,D,59.6485,-119.702783,45182.75,NW,10,Mackenzie County
838,24697,2023,EWF076,,71.6,D,52.997533,-116.422117,45130.73889,SE,4,Yellowhead County
839,24705,2023,GWF027,Crooked Lake,54988.4,E,54.520083,-117.356783,45059.50556,E,12,Municipal District of Greenview
840,24715,2023,HWF078,,18.9,C,57.4369,-115.1395,45101.41667,CLM,0,Mackenzie County
841,24735,2023,HWF087,Owl Creek Complex,12508,E,58.158117,-114.182933,45107.67917,NE,25,Mackenzie County
